Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Alphabet Inc. A;A14Y6F;3,200%;0,020%;0,682%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Defensiv Plus cVV
18.03.2026;Amazon.com Inc.;906866;2,677%;-0,201%;-6,875%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster Defensiv Plus cVV
18.03.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;4,342%;-0,023%;-0,551%;26.05.2033;4,6250%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Deutsche Börse AG;581005;2,465%;0,239%;11,022%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster Defensiv Plus cVV
18.03.2026;Deutsche Telekom AG;555750;2,399%;0,361%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster Defensiv Plus cVV
18.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,710%;-0,016%;-0,454%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Eli Lilly and Company;858560;2,414%;-0,342%;-12,519%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster Defensiv Plus cVV
18.03.2026;Franklin European Dividend ETF;A2DTF2;3,076%;0,082%;2,775%;-;0%;Index;Europa;Aktien;Muster Defensiv Plus cVV
18.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,749%;-0,007%;-0,191%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;3,791%;0,457%;13,798%;-;0%;Index;Global;Aktien;Muster Defensiv Plus cVV
18.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,238%;-0,027%;-0,659%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;Muster Defensiv Plus cVV
18.03.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;4,688%;0,025%;0,518%;06.07.2029;5,7500%;Financials;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Heidelberg Materials IHS 3 % 10.07.30;A4EA9Y;4,642%;-0,040%;-0,884%;10.07.2030;3,0000%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Japan Equity Partners Portfolio GS;A14T2K;2,450%;0,074%;3,043%;-;0%;Region;Japan;Aktien;Muster Defensiv Plus cVV
18.03.2026;KfW staatsg. Green Bond IHS 2,875 % 31.03.32;A38J3W;3,654%;0,004%;0,096%;31.03.2032;2,8750%;staatsgarantiert;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,725%;-0,011%;-0,334%;30.05.2031;3,7000%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Meta Platforms Inc. A;A1JWVX;1,860%;-0,087%;-4,477%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Defensiv Plus cVV
18.03.2026;Microsoft Corp.;870747;2,044%;-0,422%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Defensiv Plus cVV
18.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,363%;-0,070%;-2,965%;-;0%;Chemie,Pharma;Global;Aktien;Muster Defensiv Plus cVV
18.03.2026;Münchener Rückvers.-Ges. AG;843002;2,546%;-0,111%;-4,198%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster Defensiv Plus cVV
18.03.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,336%;0,024%;0,717%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;Semiconductor ETF (VanEck);A2QC5J;5,776%;0,737%;14,565%;-;0%;Nachhaltigkeit;Global;Aktien;Muster Defensiv Plus cVV
18.03.2026;Siemens AG;723610;2,484%;-0,235%;-8,802%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster Defensiv Plus cVV
18.03.2026;StoxxEuro.600 Construc. & Materials ETF (iSh);A0H08F;3,227%;-0,133%;-4,089%;-;0%;Index;Europa;Aktien;Muster Defensiv Plus cVV
18.03.2026;VISA Inc.;A0NC7B;1,924%;-0,279%;-12,687%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster Defensiv Plus cVV
18.03.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;3,311%;-0,018%;-0,567%;16.01.2030;1,6250%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
18.03.2026;XETRA Gold;A0S9GB;11,469%;1,332%;13,076%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster Defensiv Plus cVV
;;;;;;;;;;;
