Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
20.07.2026;Allianz SE;840400;2,523%;EUR;0,297%;13,252%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;ESG Muster ausgewogen
20.07.2026;Alphabet Inc. A;A14Y6F;6,133%;USD;0,876%;15,890%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;Artificial Intelligence ETF (WisdomTree);A2N7KX;2,642%;USD;-0,436%;-14,343%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster ausgewogen
20.07.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,367%;EUR;-0,005%;-0,194%;24.05.2030;1,8750%;3,7306;3,1409%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
20.07.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;1,952%;EUR;0,025%;1,290%;05.02.2027;5,0000%;0,5452;3,7067%;Financials;Deutschland;Renten;3;ESG Muster ausgewogen
20.07.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,061%;EUR;-0,004%;-0,184%;12.01.2035;3,8750%;7,3211;3,8594%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
20.07.2026;E.ON SE;ENAG99;3,521%;EUR;0,675%;22,987%;-;0%;-;-;Versorger;Deutschland;Aktien;5;ESG Muster ausgewogen
20.07.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,217%;EUR;0,023%;0,650%;23.05.2034;4,3000%;6,8479;3,8304%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
20.07.2026;Environmental Impact 100 ETF (Rize);A3CN9S;2,928%;USD;-0,149%;-4,885%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster ausgewogen
20.07.2026;First Solar Inc.;A0LEKM;2,679%;USD;-0,622%;-19,109%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;GE Vernova Inc.;A404PC;2,493%;USD;-0,022%;-0,739%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;10,803%;USD;1,686%;18,150%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster ausgewogen
20.07.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;2,970%;EUR;-0,058%;-1,899%;03.09.2031;1,2500%;4,9305;3,8589%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
20.07.2026;Intuitive Surgical Inc.;888024;1,231%;USD;-0,680%;-35,819%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;Johnson & Johnson;853260;1,916%;USD;-0,084%;-4,248%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;Knorr-Bremse AG;KBX100;3,081%;EUR;0,268%;8,931%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster ausgewogen
20.07.2026;London Stock Exchange GroupPLC;A0JEJF;1,843%;GBP;0,045%;2,421%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;ESG Muster ausgewogen
20.07.2026;Microsoft Corp.;870747;2,380%;USD;-0,389%;-13,991%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,025%;EUR;0,062%;2,274%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;ESG Muster ausgewogen
20.07.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,729%;JPY;0,590%;27,056%;-;0%;-;-;Index;Japan;Aktien;5;ESG Muster ausgewogen
20.07.2026;Novartis AG;904278;2,499%;CHF;0,363%;16,404%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;ESG Muster ausgewogen
20.07.2026;Physical Gold ETC (Invesco);A1AA5X;9,280%;EUR;-0,601%;-6,126%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster ausgewogen
20.07.2026;Procter & Gamble Co., The;852062;2,593%;USD;0,075%;3,046%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster ausgewogen
20.07.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;3,457%;EUR;0,026%;0,716%;26.11.2028;0,5000%;2,3353;3,0539%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
20.07.2026;Schneider Electric SE;860180;3,097%;EUR;0,412%;14,470%;-;0%;-;-;Elektro;Europa ohne Deutschland;Aktien;5;ESG Muster ausgewogen
20.07.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;6,116%;EUR;0,908%;17,101%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster ausgewogen
20.07.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;3,072%;USD;0,033%;1,113%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster ausgewogen
;;;;;;;;;;;;;;;
