Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Allianz SE;840400;2,510%;-0,227%;-8,169%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Comdirect 30
18.03.2026;Bayer IHS 4 % 26.08.26;A351UZ;6,050%;0,030%;0,486%;26.08.2026;4,0000%;Corporates;Deutschland;Renten;Comdirect 30
18.03.2026;Belgien Staat 0,0 % 22.10.31;A287RJ;6,047%;-0,011%;-0,208%;22.10.2031;0%;Staat/ Governments;Europa ohne Deutschland;Renten;Comdirect 30
18.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;2,884%;-0,039%;-1,298%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Comdirect 30
18.03.2026;Deutsche Telekom AG;555750;3,364%;0,517%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;Comdirect 30
18.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;5,528%;-0,008%;-0,161%;05.02.2027;5,0000%;Financials;Deutschland;Renten;Comdirect 30
18.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;6,133%;0,019%;0,266%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;Comdirect 30
18.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;7,153%;-0,012%;-0,191%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Comdirect 30
18.03.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;5,709%;0,031%;0,518%;06.07.2029;5,7500%;Financials;Deutschland;Renten;Comdirect 30
18.03.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;5,607%;-0,020%;-0,387%;31.05.2032;3,7500%;Corporates;Deutschland;Renten;Comdirect 30
18.03.2026;Microsoft Corp.;870747;2,361%;-0,498%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 30
18.03.2026;Philip Morris Internat. Inc.;A0NDBJ;2,547%;0,155%;6,071%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 30
18.03.2026;Porsche IHS 4,25 % 27.09.30;A351SX;6,016%;0,046%;0,717%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;Comdirect 30
18.03.2026;Shell PLC;A3C99G;3,665%;0,792%;27,315%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Comdirect 30
18.03.2026;VW Leasing Green Bond IHS 4,5 % 25.03.26;A3514T;5,258%;0,028%;0,519%;25.03.2026;4,5000%;Corporates;Deutschland;Renten;Comdirect 30
18.03.2026;Walmart Inc.;860853;4,067%;0,465%;12,361%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 30
18.03.2026;Waste Management Inc.;893579;2,645%;0,220%;8,969%;-;0%;Versorger;Nordamerika;Aktien;Comdirect 30
18.03.2026;XETRA Gold;A0S9GB;14,222%;2,276%;13,076%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Comdirect 30
;;;;;;;;;;;
