Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Allianz SE;840400;2,227%;-0,195%;-8,169%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;ESG Muster offensiv
18.03.2026;Deutsche Telekom AG;555750;3,367%;0,500%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;ESG Muster offensiv
18.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,022%;-0,016%;-0,454%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster offensiv
18.03.2026;E.ON SE;ENAG99;3,831%;0,699%;22,667%;-;0%;Versorger;Deutschland;Aktien;ESG Muster offensiv
18.03.2026;Environmental Impact 100 ETF (Rize);A3CN9S;3,796%;0,244%;6,772%;-;0%;Nachhaltigkeit;Global;Aktien;ESG Muster offensiv
18.03.2026;First Solar Inc.;A0LEKM;3,864%;-1,094%;-22,455%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster offensiv
18.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;8,683%;0,301%;3,580%;-;0%;Index;Global;Aktien;ESG Muster offensiv
18.03.2026;Intuitive Surgical Inc.;888024;2,767%;-0,434%;-13,619%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster offensiv
18.03.2026;Knorr-Bremse AG;KBX100;3,572%;0,227%;6,569%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster offensiv
18.03.2026;London Stock Exchange GroupPLC;A0JEJF;1,828%;-0,056%;-2,690%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;ESG Muster offensiv
18.03.2026;Microsoft Corp.;870747;3,021%;-0,618%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster offensiv
18.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,327%;-0,169%;-4,988%;-;0%;Chemie,Pharma;Global;Aktien;ESG Muster offensiv
18.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;4,246%;0,287%;7,096%;-;0%;Index;Japan;Aktien;ESG Muster offensiv
18.03.2026;Novartis AG;904278;5,238%;0,545%;11,495%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;ESG Muster offensiv
18.03.2026;Physical Gold ETC (Invesco);A1AA5X;5,717%;0,664%;13,089%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster offensiv
18.03.2026;Schneider Electric SE;860180;2,724%;0,198%;7,854%;-;0%;Elektro;Europa ohne Deutschland;Aktien;ESG Muster offensiv
18.03.2026;Semiconductor ETF (VanEck);A2QC5J;6,935%;0,884%;14,565%;-;0%;Nachhaltigkeit;Global;Aktien;ESG Muster offensiv
18.03.2026;Siemens AG;723610;3,160%;-0,292%;-8,802%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster offensiv
18.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;8,442%;0,301%;4,308%;-;0%;Index;Europa;Aktien;ESG Muster offensiv
18.03.2026;StoxxEuro.600 Paris Align.Clim. ETF (Frankl.);A2P5CM;6,248%;0,015%;0,106%;-;0%;Nachhaltigkeit;Europa;Aktien;ESG Muster offensiv
18.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;4,825%;-0,212%;-4,215%;-;0%;Index;Nordamerika;Aktien;ESG Muster offensiv
;;;;;;;;;;;
