Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Deutschland Staatsanl. ETF 5-10 J. (Deka);ETFL20;8,705%;-0,040%;-0,473%;-;0%;Staat/ Governments;Deutschland;Renten;ETF Muster 40/60 ausgew.
15.03.2026;Environmental Impact 100 ETF (Rize);A3CN9S;3,119%;0,217%;7,176%;-;0%;Nachhaltigkeit;Global;Aktien;ETF Muster 40/60 ausgew.
15.03.2026;EUR Corp. Bond SRI 3-5Y ETF (BNPP Easy);A2PP8C;9,469%;-0,052%;-0,574%;-;0%;Index;Europa;Renten;ETF Muster 40/60 ausgew.
15.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;21,116%;0,658%;3,133%;-;0%;Index;Global;Aktien;ETF Muster 40/60 ausgew.
15.03.2026;MSCI Europe SRI ETF (iShares);A1H7ZS;7,713%;-0,055%;-0,758%;-;0%;Index;Europa;Aktien;ETF Muster 40/60 ausgew.
15.03.2026;Physical Gold ETC (Invesco);A1AA5X;15,933%;2,462%;17,827%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ETF Muster 40/60 ausgew.
15.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;3,385%;0,078%;2,224%;-;0%;Index;Europa;Aktien;ETF Muster 40/60 ausgew.
15.03.2026;Sustainable Euro Green Bond ETF (Franklin);A2PB5T;12,945%;-0,003%;-0,049%;-;0%;Index;Europa;Renten;ETF Muster 40/60 ausgew.
15.03.2026;USD Corp. Greenbond ETF EUR Hdgd (Xtrackers);DBX0KF;13,309%;-0,091%;-0,698%;-;0%;Nachhaltigkeit;Nordamerika;Renten;ETF Muster 40/60 ausgew.
;;;;;;;;;;;
