Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Alphabet Inc. A;A14Y6F;4,253%;-0,031%;-0,726%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Amazon.com Inc.;906866;3,587%;-0,290%;-7,498%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Arista Networks Inc.;A40V33;3,769%;0,169%;4,795%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Booking Holdings Inc.;A2JEXP;3,235%;-0,737%;-18,525%;-;0%;Dienstleistungen;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Deutsche Börse AG;581005;3,204%;0,291%;10,036%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster offensiv cVV
15.03.2026;Deutsche Telekom AG;555750;3,445%;0,586%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster offensiv cVV
15.03.2026;Eli Lilly and Company;858560;3,687%;-0,226%;-5,818%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Franklin European Dividend ETF;A2DTF2;3,962%;0,021%;0,519%;-;0%;Index;Europa;Aktien;Muster offensiv cVV
15.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;5,428%;0,641%;13,410%;-;0%;Index;Global;Aktien;Muster offensiv cVV
15.03.2026;Intuitive Surgical Inc.;888024;2,507%;-0,416%;-14,299%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Japan Equity Partners Portfolio GS;A14T2K;5,227%;0,169%;3,339%;-;0%;Region;Japan;Aktien;Muster offensiv cVV
15.03.2026;Linde plc;A3D7VW;4,274%;0,686%;19,062%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster offensiv cVV
15.03.2026;Lindt & Spruengli Partizipationssscheine;870503;3,617%;-0,003%;-0,198%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Muster offensiv cVV
15.03.2026;McDonalds Corp.;856958;3,561%;0,030%;0,856%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Meta Platforms Inc. A;A1JWVX;3,124%;-0,144%;-4,428%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;Microsoft Corp.;870747;2,804%;-0,531%;-15,925%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,386%;-0,036%;-1,088%;-;0%;Chemie,Pharma;Global;Aktien;Muster offensiv cVV
15.03.2026;Münchener Rückvers.-Ges. AG;843002;4,333%;-0,197%;-4,376%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster offensiv cVV
15.03.2026;Semiconductor ETF (VanEck);A2QC5J;6,948%;0,758%;12,235%;-;0%;Nachhaltigkeit;Global;Aktien;Muster offensiv cVV
15.03.2026;Siemens AG;723610;3,387%;-0,289%;-7,861%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster offensiv cVV
15.03.2026;StoxxEuro.600 Construc. & Materials ETF (iSh);A0H08F;4,129%;-0,223%;-5,216%;-;0%;Index;Europa;Aktien;Muster offensiv cVV
15.03.2026;VISA Inc.;A0NC7B;3,295%;-0,365%;-9,950%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster offensiv cVV
15.03.2026;XETRA Gold;A0S9GB;7,661%;1,161%;17,828%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster offensiv cVV
15.03.2026;Zurich Insurance Group AG;579919;2,672%;-0,229%;-7,966%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster offensiv cVV
;;;;;;;;;;;
