Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;3M Co.;851745;3,011%;-0,219%;-7,201%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;AbbVie Inc.;A1J84E;3,412%;-0,236%;-6,625%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Ahold N.V. EO -,01;A2ANT0;4,508%;0,739%;19,960%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Allianz SE;840400;3,973%;-0,349%;-8,169%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;AT & T Inc.;A0HL9Z;3,947%;0,452%;13,001%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Banco Santander S.A.;858872;3,277%;-0,290%;-8,364%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Barclays plc;850403;3,443%;-0,612%;-15,505%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;BlackRock Inc.;A40PW4;3,434%;-0,266%;-7,356%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Coca-Cola Co.;850663;3,388%;0,343%;11,283%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Deutsche Telekom AG;555750;3,881%;0,578%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;ENEL S.p.A.;928624;4,359%;0,320%;7,928%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Generali S.p.A.;850312;4,256%;-0,122%;-2,786%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;HSBC Holdings PLC;923893;4,569%;0,173%;3,817%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Iberdrola S.A.;A0M46B;4,706%;0,292%;6,585%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;ING Groep N.V.;A2ANV3;3,305%;-0,237%;-6,904%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Intesa Sanpaolo S.p.A.;850605;4,327%;-0,574%;-12,058%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Intl Business Machines Corp.;851399;3,361%;-0,501%;-13,017%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Johnson & Johnson;853260;4,494%;0,665%;17,414%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Münchener Rückvers.-Ges. AG;843002;3,730%;-0,163%;-4,198%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Nordea Bank Abp;A2N6F4;4,803%;-0,033%;-0,777%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Novartis AG;904278;4,083%;0,424%;11,495%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Philip Morris Internat. Inc.;A0NDBJ;3,573%;0,214%;6,071%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro Dividende
18.03.2026;Roche Holding AG Genußscheine;855167;3,988%;0,029%;0,419%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Shell PLC;A3C99G;4,270%;0,891%;27,315%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
18.03.2026;Siemens AG;723610;3,908%;-0,356%;-8,802%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster FFPB Pro Dividende
;;;;;;;;;;;
