Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Alphabet Inc. A;A14Y6F;3,132%;-0,061%;0,682%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Apple Inc.;865985;2,038%;-0,220%;-5,851%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Arista Networks Inc.;A40V33;2,063%;0,120%;6,345%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;BAE Systems PLC;866131;4,893%;1,337%;36,997%;-;0%;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;4,016%;-0,052%;-1,298%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Bitcoin ETP (21Shares);A3GZ2Z;1,145%;-0,221%;-16,940%;-;0%;Index;Global;Alternative Investments;Muster SCHWEIZ Aktien
18.03.2026;Coca-Cola Co.;850663;3,896%;0,387%;11,283%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Develop. Markets Divid. Leaders ETF (VanEck);A2JAHJ;5,102%;0,307%;9,449%;-;0%;Index;Global;Aktien;Muster SCHWEIZ Aktien
18.03.2026;E.ON SE;ENAG99;5,008%;0,923%;22,667%;-;0%;Versorger;Deutschland;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Equal-weight Commodity ex-Agricu. ETF (Amundi);LYX0Z2;3,631%;0,652%;21,746%;-;0%;Eisen,Stahl,Rohstoffe;Global;Edelmetalle;Muster SCHWEIZ Aktien
18.03.2026;EUR Overnight Rate Swap ETF (Xtrackers);DBX0A2;7,917%;-0,004%;-0,050%;-;0%;Geldmarktfonds;Europa;Liquidität;Muster SCHWEIZ Aktien
18.03.2026;EUR Ultrashort Bond ETF (iShares);A3DJQJ;7,971%;0,032%;0,411%;-;0%;Index;Europa;Renten;Muster SCHWEIZ Aktien
18.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;2,567%;-0,002%;-0,270%;-;0%;Index;Global;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Geberit AG;A0MQWG;3,832%;-0,403%;-9,262%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Green Bond ETF EUR Hdgd (Amundi);LYX0WQ;3,974%;-0,051%;-1,251%;-;0%;Index;Global;Renten;Muster SCHWEIZ Aktien
18.03.2026;Holcim Ltd.;869898;2,739%;-0,473%;-14,917%;-;0%;Bau,Baustoffe;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Microsoft Corp.;870747;2,033%;-0,829%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Monster Beverage Corp.;A14U5Z;3,056%;-0,035%;-1,040%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster SCHWEIZ Aktien
18.03.2026;MSCI World Value ETF (Xtrackers);A1103E;3,200%;0,096%;3,184%;-;0%;Index;Global;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Novo-Nordisk AS;A3EU6F;2,036%;-0,700%;-25,875%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Physical Gold ETC (Invesco);A1AA5X;14,402%;1,657%;13,089%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster SCHWEIZ Aktien
18.03.2026;Siemens AG;723610;2,799%;-0,382%;-12,021%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster SCHWEIZ Aktien
18.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;3,029%;0,020%;0,674%;-;0%;Index;Europa;Aktien;Muster SCHWEIZ Aktien
;;;;;;;;;;;
