Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
15.09.2026;Allianz SE;840400;2,665%;EUR;0,426%;19,092%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;ESG Muster ausgewogen
15.09.2026;Alphabet Inc. A;A14Y6F;5,973%;USD;0,688%;12,333%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;Artificial Intelligence ETF (WisdomTree);A2N7KX;2,722%;USD;-0,369%;-12,152%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster ausgewogen
15.09.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,336%;EUR;-0,050%;-1,548%;24.05.2030;1,8750%;3,5740;3,6764%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
15.09.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;1,973%;EUR;0,037%;1,908%;05.02.2027;5,0000%;0,3890;3,6010%;Financials;Deutschland;Renten;3;ESG Muster ausgewogen
15.09.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,963%;EUR;-0,118%;-3,043%;12.01.2035;3,8750%;7,1555;4,3739%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
15.09.2026;E.ON SE;ENAG99;3,196%;EUR;0,340%;11,100%;-;0%;-;-;Versorger;Deutschland;Aktien;5;ESG Muster ausgewogen
15.09.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,150%;EUR;-0,057%;-1,901%;23.05.2034;4,3000%;6,6846;4,3256%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
15.09.2026;Environmental Impact 100 ETF (Rize);A3CN9S;2,879%;USD;-0,209%;-6,912%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster ausgewogen
15.09.2026;First Solar Inc.;A0LEKM;2,623%;USD;-0,683%;-21,156%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;GE Vernova Inc.;A404PC;2,026%;USD;-0,488%;-19,693%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;10,947%;USD;1,781%;19,171%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster ausgewogen
15.09.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;2,918%;EUR;-0,121%;-4,040%;03.09.2031;1,2500%;4,8374;4,4704%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
15.09.2026;Intuitive Surgical Inc.;888024;1,306%;USD;-0,611%;-32,213%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;Japan Equity Active ETF (GS);A4135A;3,106%;JPY;-0,021%;-0,687%;-;0%;-;-;Index;Japan;Aktien;4;ESG Muster ausgewogen
15.09.2026;Johnson & Johnson;853260;2,044%;USD;0,033%;1,694%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;Knorr-Bremse AG;KBX100;3,162%;EUR;0,333%;11,287%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster ausgewogen
15.09.2026;London Stock Exchange GroupPLC;A0JEJF;1,704%;GBP;-0,098%;-5,747%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;ESG Muster ausgewogen
15.09.2026;Microsoft Corp.;870747;2,922%;USD;0,129%;5,115%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,091%;EUR;0,114%;4,033%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;ESG Muster ausgewogen
15.09.2026;Novartis AG;904278;2,273%;CHF;0,131%;5,365%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;ESG Muster ausgewogen
15.09.2026;Physical Gold ETC (Invesco);A1AA5X;9,839%;EUR;-0,098%;-0,932%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster ausgewogen
15.09.2026;Procter & Gamble Co., The;852062;2,533%;USD;0,005%;0,232%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster ausgewogen
15.09.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;3,450%;EUR;0,003%;0,038%;26.11.2028;0,5000%;2,1791;3,5970%;Corporates;Deutschland;Renten;3;ESG Muster ausgewogen
15.09.2026;Schneider Electric SE;860180;3,236%;EUR;0,538%;19,054%;-;0%;-;-;Elektro;Europa ohne Deutschland;Aktien;5;ESG Muster ausgewogen
15.09.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;6,432%;EUR;1,192%;22,580%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster ausgewogen
15.09.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;3,095%;USD;0,043%;1,416%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster ausgewogen
;;;;;;;;;;;;;;;
