Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
23.08.2026; STOXX Europe 600 SRI ETF (SPDR);A2PPQZ;4,903%;EUR;-0,083%;-1,675%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster defensiv
23.08.2026;Artificial Intelligence ETF (WisdomTree);A2N7KX;2,702%;USD;-0,335%;-11,090%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster defensiv
23.08.2026;Commerzbank IHS 0,5 % 04.12.26;CZ45VC;4,527%;EUR;0,065%;1,439%;04.12.2026;0,5000%;0,2795;2,9334%;Financials;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Deutsche Post IHS 3,0 % 25.11.31;A460PH;3,940%;EUR;-0,021%;-0,569%;25.11.2031;3,0000%;4,8411;3,4451%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Deutschland Green Bond 0 % 15.08.31;103073;4,139%;EUR;-0,029%;-0,733%;15.08.2031;0%;4,9753;2,9513%;Staat/ Governments;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,481%;EUR;-0,003%;-0,141%;24.05.2030;1,8750%;3,6373;3,2076%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,125%;EUR;0,035%;1,597%;05.02.2027;5,0000%;0,4521;3,7908%;Financials;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,368%;EUR;0,143%;2,925%;12.01.2035;3,8750%;7,2267;3,9837%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;4,260%;EUR;0,018%;0,327%;23.05.2034;4,3000%;6,7538;3,9346%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,462%;EUR;0,040%;1,128%;31.03.2028;1,8750%;1,5815;3,2906%;Corporates;Deutschland;Renten;5;ESG Muster defensiv
23.08.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;5,304%;USD;0,855%;18,485%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster defensiv
23.08.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;1,742%;EUR;0,010%;0,511%;01.11.2028;2,0000%;2,1301;3,1456%;Financials;Nordamerika;Renten;3;ESG Muster defensiv
23.08.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;2,808%;EUR;0,142%;4,953%;06.07.2029;5,7500%;2,7130;3,9993%;Financials;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Heidelberg Mat. Green Bd. IHS 3,95 % 19.07.34;A383EX;3,584%;EUR;0,016%;0,352%;19.07.2034;3,9500%;6,9700;4,0241%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;4,167%;EUR;-0,072%;-1,684%;03.09.2031;1,2500%;4,8372;3,8877%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;iBonds Dec 2031 EUR Corp. ETF (iShares);A40MD5;3,279%;EUR;0,012%;0,305%;-;0%;-;-;Index;Europa;Renten;3;ESG Muster defensiv
23.08.2026;Japan Equity Active ETF (GS);A4135A;2,926%;JPY;-0,112%;-3,696%;-;0%;-;-;Index;Japan;Aktien;4;ESG Muster defensiv
23.08.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,750%;EUR;-0,048%;-1,296%;30.05.2031;3,7000%;4,4306;3,5443%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;NordLB Green Bond IHS 4,875 % 11.07.28;NLB4RS;4,340%;EUR;0,054%;1,206%;11.07.2028;4,8750%;1,8340;3,1287%;Financials;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Physical Gold ETC (Invesco);A1AA5X;10,572%;EUR;0,528%;5,304%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster defensiv
23.08.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;2,814%;EUR;0,028%;0,954%;26.11.2028;0,5000%;2,2421;3,0742%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Siemens IHS 1,75 % 28.02.39;A2RYDQ;3,800%;EUR;-0,056%;-1,545%;28.02.2039;1,7500%;11,1854;4,0675%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
23.08.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,334%;EUR;0,773%;20,953%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster defensiv
23.08.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;3,002%;USD;0,009%;0,301%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster defensiv
;;;;;;;;;;;;;;;
