Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
20.07.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;4,532%;EUR;0,020%;0,403%;26.05.2033;4,6250%;6,0453;3,9288%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;BMW IHS 3,75 % 20.11.34;A4EBBT;4,888%;EUR;-0,026%;-0,573%;20.11.2034;3,7500%;7,2031;4,0139%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Deutsche Börse IHS 3,25 % 24.03.31;A460QR;4,020%;EUR;0,040%;1,002%;24.03.2031;3,2500%;4,3751;3,3282%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Deutsche Post IHS 3,0 % 25.11.31;A460PH;4,070%;EUR;-0,006%;-0,163%;25.11.2031;3,0000%;4,9346;3,3418%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;4,333%;EUR;-0,008%;-0,194%;24.05.2030;1,8750%;3,7306;3,1409%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Dt. Telekom IHS 1,375 % 05.07.34;A2YNSK;3,908%;EUR;0,034%;0,797%;05.07.2034;1,3750%;7,5672;3,5636%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,532%;EUR;-0,005%;-0,184%;12.01.2035;3,8750%;7,3211;3,8594%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;EnBW Green Bond IHS 4,049 % 22.11.29;A3LBKC;4,536%;EUR;0,015%;0,327%;22.11.2029;4,0490%;3,1195;3,3305%;Corporates;Europa ohne Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,597%;EUR;0,031%;0,860%;31.03.2028;1,8750%;1,6746;3,2686%;Corporates;Deutschland;Renten;5;Muster konservativ cVV
20.07.2026;Fresenius IHS 0,5 % 01.10.28;A3KN0S;4,469%;EUR;0,020%;0,436%;01.10.2028;0,5000%;2,1819;3,2758%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,678%;EUR;0,015%;0,308%;01.11.2028;2,0000%;2,2233;3,1055%;Financials;Nordamerika;Renten;3;Muster konservativ cVV
20.07.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;4,743%;EUR;0,069%;1,375%;06.07.2029;5,7500%;2,8062;4,0627%;Financials;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;4,105%;EUR;0,010%;0,192%;31.05.2032;3,7500%;5,3635;3,6291%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,857%;EUR;-0,074%;-1,899%;03.09.2031;1,2500%;4,9305;3,8589%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;KfW staatsg. Green Bond IHS 2,875 % 31.03.32;A38J3W;3,647%;EUR;-0,004%;-0,099%;31.03.2032;2,8750%;5,2943;3,1101%;staatsgarantiert;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Knorr Bremse Green Bond IHS 3,25 % 30.09.32;A383RY;3,862%;EUR;0,016%;0,386%;30.09.2032;3,2500%;5,5845;3,3896%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;NordLB Green Bond IHS 4,875 % 11.07.28;NLB4RS;4,544%;EUR;0,047%;1,038%;11.07.2028;4,8750%;1,9271;3,0682%;Financials;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;Porsche IHS 4,25 % 27.09.30;A351SX;4,593%;EUR;0,043%;0,918%;27.09.2030;4,2500%;3,8122;3,9433%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;RCI Banque IHS 4,875 % 02.10.29;A3LNYD;4,557%;EUR;0,015%;0,300%;02.10.2029;4,8750%;2,9424;3,8119%;Financials;Europa ohne Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;4,847%;EUR;0,035%;0,716%;26.11.2028;0,5000%;2,3353;3,0539%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;VW Green Bond IHS 3,875 % 10.09.30;A383ET;4,825%;EUR;0,005%;0,079%;10.09.2030;3,8750%;3,7931;3,8018%;Corporates;Deutschland;Renten;3;Muster konservativ cVV
20.07.2026;XETRA Gold;A0S9GB;8,009%;EUR;-0,437%;-6,006%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Muster konservativ cVV
;;;;;;;;;;;;;;;
