Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
20.07.2026;Alphabet Inc. A;A14Y6F;3,469%;USD;0,424%;15,893%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Apple Inc.;865985;2,579%;USD;0,412%;23,819%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Arista Networks Inc.;A40V33;2,487%;USD;0,641%;33,024%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;ASML Holding N.V.;A1J4U4;2,398%;EUR;0,538%;28,143%;-;0%;-;-;Elektro;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;BAE Systems PLC;866131;3,860%;GBP;0,495%;13,512%;-;0%;-;-;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Berkshire Hathaway Inc. B;A0YJQ2;3,943%;USD;0,019%;0,589%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Bitcoin ETP (21Shares);A3GZ2Z;1,951%;EUR;-0,379%;-23,898%;-;0%;-;-;Index;Global;Alternative Investments;7;Muster SCHWEIZ Aktien
20.07.2026;Coca-Cola Co.;850663;2,530%;USD;0,696%;22,535%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Develop. Markets Divid. Leaders ETF (VanEck);A2JAHJ;5,048%;EUR;0,535%;14,623%;-;0%;-;-;Index;Global;Aktien;4;Muster SCHWEIZ Aktien
20.07.2026;E.ON SE;ENAG99;4,695%;EUR;0,929%;22,943%;-;0%;-;-;Versorger;Deutschland;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Equal-weight Commodity exAgricu. ETF (Amundi);LYX0Z2;3,455%;EUR;0,614%;20,227%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Global;Edelmetalle;4;Muster SCHWEIZ Aktien
20.07.2026;EUR Ultrashort Bond ETF (iShares);A3DJQJ;7,743%;EUR;0,097%;1,241%;-;0%;-;-;Index;Europa;Renten;2;Muster SCHWEIZ Aktien
20.07.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;2,975%;USD;0,015%;0,134%;-;0%;-;-;Index;Global;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Global Robotics and Automation ETF (L&G);A12DB1;2,084%;USD;0,167%;8,106%;-;0%;-;-;Index;Global;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Green Bond ETF EUR Hdgd (Amundi);LYX0WQ;3,822%;EUR;-0,056%;-1,423%;-;0%;-;-;Index;Global;Renten;3;Muster SCHWEIZ Aktien
20.07.2026;Holcim Ltd.;869898;2,996%;CHF;-0,026%;-1,122%;-;0%;-;-;Bau,Baustoffe;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Microsoft Corp.;870747;2,022%;USD;-0,750%;-13,991%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Monster Beverage Corp.;A14U5Z;2,517%;USD;0,791%;28,134%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;MSCI Poland ETF (iShares);A1H5UP;2,050%;USD;0,142%;7,311%;-;0%;-;-;Index;Osteuropa;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;MSCI World Value ETF (Xtrackers);A1103E;4,587%;USD;0,943%;25,182%;-;0%;-;-;Index;Global;Aktien;4;Muster SCHWEIZ Aktien
20.07.2026;Novo-Nordisk AS;A3EU6F;2,666%;DKK;0,089%;4,194%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Physical Gold ETC (Invesco);A1AA5X;11,518%;EUR;-0,744%;-6,126%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;Muster SCHWEIZ Aktien
20.07.2026;Siemens AG;723610;3,278%;EUR;0,230%;6,958%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster SCHWEIZ Aktien
20.07.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,161%;EUR;0,456%;13,021%;-;0%;-;-;Index;Europa;Aktien;4;Muster SCHWEIZ Aktien
;;;;;;;;;;;;;;;
