Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
17.09.2026;Allianz SE;840400;2,690%;EUR;0,233%;9,547%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;Alphabet Inc. A;A14Y6F;3,466%;USD;0,468%;13,715%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;Amazon.com Inc.;906866;3,074%;USD;0,358%;11,379%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;3,971%;EUR;-0,042%;-1,101%;26.05.2033;4,6250%;5,8786;4,3092%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Deutsche Börse AG;581005;2,670%;EUR;0,595%;27,314%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;Deutsche Börse IHS 3,25 % 24.03.31;A460QR;3,871%;EUR;-0,004%;-0,181%;24.03.2031;3,2500%;4,2120;3,7486%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,361%;EUR;-0,086%;-2,535%;12.01.2035;3,8750%;7,1502;4,3000%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Eli Lilly and Company;858560;2,907%;USD;0,264%;10,105%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;European Dividend ETF (Franklin);A2DTF2;2,990%;EUR;0,194%;6,558%;-;0%;-;-;Index;Europa;Aktien;3;Muster Defensiv Plus cVV
17.09.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,560%;EUR;0,022%;0,597%;31.03.2028;1,8750%;1,5130;3,8028%;Corporates;Deutschland;Renten;5;Muster Defensiv Plus cVV
17.09.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;3,741%;USD;0,556%;16,959%;-;0%;-;-;Index;Global;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,095%;EUR;0,000%;-0,021%;01.11.2028;2,0000%;2,0615;3,5179%;Financials;Nordamerika;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;4,267%;EUR;0,027%;0,480%;06.07.2029;5,7500%;2,6441;4,6676%;Financials;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Heidelberg Materials IHS 3 % 10.07.30;A4EA9Y;4,426%;EUR;-0,070%;-1,558%;10.07.2030;3,0000%;3,6381;4,0287%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Japan Equity Active ETF (GS);A4135A;2,617%;JPY;0,128%;5,146%;-;0%;-;-;Index;Japan;Aktien;4;Muster Defensiv Plus cVV
17.09.2026;KfW staatsg. Green Bond IHS 2,875 % 31.03.32;A38J3W;3,356%;EUR;-0,050%;-1,466%;31.03.2032;2,8750%;5,1304;3,4877%;staatsgarantiert;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,415%;EUR;-0,046%;-1,402%;30.05.2031;3,7000%;4,3608;3,9601%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
17.09.2026;Microsoft Corp.;870747;2,493%;USD;0,129%;5,822%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,515%;EUR;0,174%;7,566%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;Muster Defensiv Plus cVV
17.09.2026;MSCI World Momentum ESG  ETF (iShares);A3CUJS;3,377%;EUR;-0,171%;-4,835%;-;0%;-;-;Index;Global;Aktien;4;Muster Defensiv Plus cVV
17.09.2026;Münchener Rückvers.-Ges. AG;843002;2,317%;EUR;-0,130%;-4,891%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster Defensiv Plus cVV
17.09.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,190%;EUR;0,011%;0,281%;27.09.2030;4,2500%;3,6489;4,3040%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
