Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;Alphabet Inc. A;A14Y6F;3,153%;-0,099%;-0,538%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Apple Inc.;865985;2,048%;-0,249%;-7,183%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Arista Networks Inc.;A40V33;2,085%;0,102%;5,430%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;BAE Systems PLC;866131;4,953%;1,303%;36,048%;-;0%;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;4,028%;-0,117%;-2,887%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Bitcoin ETP (21Shares);A3GZ2Z;1,141%;-0,248%;-18,829%;-;0%;Index;Global;Alternative Investments;Muster SCHWEIZ Aktien
19.03.2026;Coca-Cola Co.;850663;3,910%;0,326%;9,562%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Develop. Markets Divid. Leaders ETF (VanEck);A2JAHJ;5,158%;0,265%;8,559%;-;0%;Index;Global;Aktien;Muster SCHWEIZ Aktien
19.03.2026;E.ON SE;ENAG99;4,979%;0,799%;19,659%;-;0%;Versorger;Deutschland;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Equal-weight Commodity ex-Agricu. ETF (Amundi);LYX0Z2;3,708%;0,659%;21,980%;-;0%;Eisen,Stahl,Rohstoffe;Global;Edelmetalle;Muster SCHWEIZ Aktien
19.03.2026;EUR Overnight Rate Swap ETF (Xtrackers);DBX0A2;8,069%;-0,004%;-0,045%;-;0%;Geldmarktfonds;Europa;Liquidität;Muster SCHWEIZ Aktien
19.03.2026;EUR Ultrashort Bond ETF (iShares);A3DJQJ;8,124%;0,032%;0,409%;-;0%;Index;Europa;Renten;Muster SCHWEIZ Aktien
19.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;2,583%;-0,035%;-1,566%;-;0%;Index;Global;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Geberit AG;A0MQWG;3,728%;-0,579%;-13,395%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Green Bond ETF EUR Hdgd (Amundi);LYX0WQ;4,042%;-0,058%;-1,445%;-;0%;Index;Global;Renten;Muster SCHWEIZ Aktien
19.03.2026;Holcim Ltd.;869898;2,688%;-0,574%;-18,059%;-;0%;Bau,Baustoffe;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Microsoft Corp.;870747;2,037%;-0,863%;-18,459%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Monster Beverage Corp.;A14U5Z;3,069%;-0,080%;-2,491%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster SCHWEIZ Aktien
19.03.2026;MSCI World Value ETF (Xtrackers);A1103E;3,225%;0,060%;2,028%;-;0%;Index;Global;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Novo-Nordisk AS;A3EU6F;2,046%;-0,729%;-26,923%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Physical Gold ETC (Invesco);A1AA5X;13,792%;0,771%;6,253%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster SCHWEIZ Aktien
19.03.2026;Siemens AG;723610;2,751%;-0,483%;-15,167%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster SCHWEIZ Aktien
19.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;3,087%;0,020%;0,687%;-;0%;Index;Europa;Aktien;Muster SCHWEIZ Aktien
;;;;;;;;;;;
