Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
20.07.2026;Allianz SE;840400;3,050%;EUR;0,079%;2,675%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
20.07.2026;Alphabet Inc. A;A14Y6F;4,113%;USD;0,595%;15,890%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;Amazon.com Inc.;906866;3,093%;USD;0,339%;11,471%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;Arista Networks Inc.;A40V33;4,003%;USD;1,015%;33,024%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;4,079%;EUR;0,020%;0,403%;26.05.2033;4,6250%;6,0453;3,9288%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
20.07.2026;Booking Holdings Inc.;A2JEXP;2,922%;USD;-0,289%;-8,023%;-;0%;-;-;Dienstleistungen;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;Deutsche Börse AG;581005;2,765%;EUR;0,416%;16,568%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
20.07.2026;Deutsche Börse IHS 3,25 % 24.03.31;A460QR;2,994%;EUR;-0,014%;-0,458%;24.03.2031;3,2500%;4,3751;3,3282%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
20.07.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;1,935%;EUR;0,025%;1,290%;05.02.2027;5,0000%;0,5452;3,7067%;Financials;Deutschland;Renten;3;Muster ausgewogen cVV
20.07.2026;Eli Lilly and Company;858560;3,559%;USD;0,320%;10,193%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;European Dividend ETF (Franklin);A2DTF2;3,436%;EUR;0,209%;6,027%;-;0%;-;-;Index;Europa;Aktien;3;Muster ausgewogen cVV
20.07.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;4,592%;USD;0,598%;14,260%;-;0%;-;-;Index;Global;Aktien;5;Muster ausgewogen cVV
20.07.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,027%;EUR;0,014%;0,308%;01.11.2028;2,0000%;2,2233;3,1055%;Financials;Nordamerika;Renten;3;Muster ausgewogen cVV
20.07.2026;Hochtief IHS 0,625 % 26.04.29;A3E5S0;3,011%;EUR;0,028%;0,867%;26.04.2029;0,6250%;2,7452;3,3537%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
20.07.2026;Japan Equity Active ETF (GS);A4135A;3,441%;JPY;-0,040%;-1,231%;-;0%;-;-;Index;Japan;Aktien;4;Muster ausgewogen cVV
20.07.2026;Linde plc;A3D7VW;3,001%;USD;0,616%;24,388%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster ausgewogen cVV
20.07.2026;McDonalds Corp.;856958;2,399%;USD;-0,493%;-16,669%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;Microsoft Corp.;870747;3,375%;USD;-0,372%;-13,887%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,928%;EUR;0,124%;4,452%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;Muster ausgewogen cVV
20.07.2026;MSCI World Momentum ESG  ETF (iShares);A3CUJS;3,893%;EUR;-0,174%;-4,314%;-;0%;-;-;Index;Global;Aktien;4;Muster ausgewogen cVV
20.07.2026;Münchener Rückvers.-Ges. AG;843002;2,869%;EUR;-0,122%;-3,773%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
20.07.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,613%;EUR;0,036%;0,918%;27.09.2030;4,2500%;3,8122;3,9433%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
20.07.2026;Semiconductor ETF (VanEck);A2QC5J;4,280%;EUR;3,402%;75,381%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;Muster ausgewogen cVV
20.07.2026;Siemens AG;723610;3,362%;EUR;0,424%;13,396%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster ausgewogen cVV
20.07.2026;SLB Ltd.;853390;2,518%;EUR;-0,432%;-14,692%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;VISA Inc.;A0NC7B;2,721%;USD;0,148%;6,260%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster ausgewogen cVV
20.07.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;2,678%;EUR;-0,005%;-0,230%;16.01.2030;1,6250%;3,3937;3,6683%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
20.07.2026;XETRA Gold;A0S9GB;7,544%;EUR;-0,322%;-6,006%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Muster ausgewogen cVV
;;;;;;;;;;;;;;;
