Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;Alphabet Inc. A;A14Y6F;1,933%;-0,011%;-0,538%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Substanz
19.03.2026;Amrize AG;A414LY;1,751%;-0,018%;-1,136%;-;0%;Bau,Baustoffe;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Substanz
19.03.2026;ASML Holding N.V.;A1J4U4;4,404%;0,979%;28,297%;-;0%;Elektro;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Substanz
19.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;2,965%;-0,086%;-2,887%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster SCHWEIZ Substanz
19.03.2026;DAX Discountzert. 22.650 28.12.26;DY4XYM;5,834%;-0,193%;-3,271%;-;0%;Index;Europa;Aktien;Muster SCHWEIZ Substanz
19.03.2026;Dt. Bahn IHS 1,625 % 16.08.33;A2G8U8;4,043%;-0,025%;-0,644%;16.08.2033;1,6250%;Corporates;Deutschland;Renten;Muster SCHWEIZ Substanz
19.03.2026;E.ON SE;ENAG99;2,660%;0,437%;19,659%;-;0%;Versorger;Deutschland;Aktien;Muster SCHWEIZ Substanz
19.03.2026;Electr. de France Green Bd. IHS 5,625 % 21.02.33;755460;3,833%;0,016%;0,398%;21.02.2033;5,6250%;Corporates;Europa ohne Deutschland;Renten;Muster SCHWEIZ Substanz
19.03.2026;Equal-weight Commodity ex-Agricu. ETF (Amundi);LYX0Z2;5,035%;1,104%;28,444%;-;0%;Eisen,Stahl,Rohstoffe;Global;Edelmetalle;Muster SCHWEIZ Substanz
19.03.2026;EUR Ultrashort Bond ETF (iShares);A3DJQJ;5,571%;0,023%;0,409%;-;0%;Index;Europa;Renten;Muster SCHWEIZ Substanz
19.03.2026;EuroStoxx 50 5.200 28.12.26;DY9KHZ;5,914%;-0,125%;-2,121%;-;0%;Index;Europa;Aktien;Muster SCHWEIZ Substanz
19.03.2026;Flossbach v. Storch Bond Opportunities R;A0RCKL;6,349%;-0,016%;-0,266%;-;0%;Rentenfonds;Global;Renten;Muster SCHWEIZ Substanz
19.03.2026;Fresenius IHS 0,875 % 01.10.31;A3KN0R;4,702%;-0,036%;-0,810%;01.10.2031;0,8750%;Corporates;Deutschland;Renten;Muster SCHWEIZ Substanz
19.03.2026;Holcim Ltd.;869898;2,590%;-0,563%;-18,059%;-;0%;Bau,Baustoffe;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Substanz
19.03.2026;iBonds Dec 2031 EUR Corp. ETF (iShares);A40MD5;2,915%;-0,012%;-0,428%;-;0%;Index;Europa;Renten;Muster SCHWEIZ Substanz
19.03.2026;Microsoft Corp.;870747;2,182%;-0,492%;-18,459%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster SCHWEIZ Substanz
19.03.2026;Physical Gold ETC (Invesco);A1AA5X;15,180%;0,898%;6,253%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster SCHWEIZ Substanz
19.03.2026;Physical Silber ETC (Xtrackers);A1E0HS;1,864%;-0,106%;-5,450%;-;0%;Eisen,Stahl,Rohstoffe;Global;Edelmetalle;Muster SCHWEIZ Substanz
19.03.2026;ROCHE HOLDING PS;A424UK;2,864%;-0,020%;-0,700%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster SCHWEIZ Substanz
19.03.2026;UBAM - Global High Yield Solution I;A2P55C;4,273%;-0,046%;-1,120%;-;0%;Rentenfonds;Global;Renten;Muster SCHWEIZ Substanz
19.03.2026;VW Leasing Green Bond IHS 4,625 % 25.03.29;A3514U;3,332%;-0,014%;-0,451%;25.03.2029;4,6250%;Corporates;Deutschland;Renten;Muster SCHWEIZ Substanz
19.03.2026;Walmart Inc.;860853;2,112%;0,201%;10,413%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster SCHWEIZ Substanz
;;;;;;;;;;;
