Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
15.09.2026;Alphabet Inc. A;A14Y6F;3,365%;USD;0,318%;12,336%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Apple Inc.;865985;2,590%;USD;0,419%;24,239%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;ASML Holding N.V.;A1J4U4;2,145%;EUR;0,283%;14,503%;-;0%;-;-;Elektro;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;BAE Systems PLC;866131;4,103%;GBP;0,733%;20,535%;-;0%;-;-;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Berkshire Hathaway Inc. B;A0YJQ2;4,106%;USD;0,177%;4,649%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Bitcoin ETP (21Shares);A3GZ2Z;2,254%;EUR;-0,078%;-12,151%;-;0%;-;-;Index;Global;Alternative Investments;7;Muster SCHWEIZ Aktien
15.09.2026;Coca-Cola Co.;850663;2,705%;USD;0,869%;30,913%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Develop. Markets Divid. Leaders ETF (VanEck);A2JAHJ;5,200%;EUR;0,682%;17,964%;-;0%;-;-;Index;Global;Aktien;4;Muster SCHWEIZ Aktien
15.09.2026;E.ON SE;ENAG99;4,244%;EUR;0,472%;11,061%;-;0%;-;-;Versorger;Deutschland;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Equal-weight Commodity exAgricu. ETF (Amundi);LYX0Z2;3,834%;EUR;0,992%;33,311%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Global;Edelmetalle;4;Muster SCHWEIZ Aktien
15.09.2026;EUR Ultrashort Bond ETF (iShares);A3DJQJ;7,776%;EUR;0,123%;1,581%;-;0%;-;-;Index;Europa;Renten;2;Muster SCHWEIZ Aktien
15.09.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;3,003%;USD;0,040%;0,992%;-;0%;-;-;Index;Global;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Global Robotics and Automation ETF (L&G);A12DB1;2,052%;USD;0,136%;6,396%;-;0%;-;-;Index;Global;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Green Bond ETF EUR Hdgd (Amundi);LYX0WQ;3,737%;EUR;-0,143%;-3,680%;-;0%;-;-;Index;Global;Renten;3;Muster SCHWEIZ Aktien
15.09.2026;Holcim Ltd.;869898;2,675%;CHF;-0,346%;-11,796%;-;0%;-;-;Bau,Baustoffe;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Microsoft Corp.;870747;2,473%;USD;-0,305%;5,114%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Monster Beverage Corp.;A14U5Z;1,165%;USD;-0,575%;-40,747%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;MSCI Poland ETF (iShares);A1H5UP;2,302%;USD;0,392%;20,378%;-;0%;-;-;Index;Osteuropa;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;MSCI World Value ETF (Xtrackers);A1103E;4,854%;USD;1,210%;32,363%;-;0%;-;-;Index;Global;Aktien;4;Muster SCHWEIZ Aktien
15.09.2026;Novo-Nordisk AS;A3EU6F;2,245%;DKK;-0,332%;-12,354%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Physical Gold ETC (Invesco);A1AA5X;12,166%;EUR;-0,105%;-0,932%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;Muster SCHWEIZ Aktien
15.09.2026;Siemens AG;723610;3,203%;EUR;0,154%;4,397%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster SCHWEIZ Aktien
15.09.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,359%;EUR;0,651%;18,309%;-;0%;-;-;Index;Europa;Aktien;4;Muster SCHWEIZ Aktien
15.09.2026;Taiwan Semiconduct.Manufact.Co (ADRs);909800;3,394%;EUR;1,493%;40,561%;-;0%;-;-;Informationstechnologie;Asien;Aktien;5;Muster SCHWEIZ Aktien
;;;;;;;;;;;;;;;
