Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;4,608%;-0,032%;-0,707%;26.05.2033;4,6250%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;BMW IHS 3,75 % 20.11.34;A4EBBT;4,794%;-0,046%;-0,962%;20.11.2034;3,7500%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Deutsche Post IHS 3,0 % 25.11.31;A460PH;3,975%;-0,039%;-0,987%;25.11.2031;3,0000%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;4,333%;-0,025%;-0,578%;24.05.2030;1,8750%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Dt. Telekom IHS 1,375 % 05.07.34;A2YNSK;3,853%;-0,025%;-0,656%;05.07.2034;1,3750%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,583%;-0,033%;-0,933%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;EnBW Green Bond IHS 4,049 % 22.11.29;A3LBKC;4,448%;-0,003%;-0,084%;22.11.2029;4,0490%;Corporates;Europa ohne Deutschland;Renten;Muster konservativ cVV
15.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,570%;-0,010%;-0,285%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Fresenius IHS 0,5 % 01.10.28;A3KN0S;4,350%;-0,030%;-0,706%;01.10.2028;0,5000%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,550%;-0,042%;-0,923%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;Muster konservativ cVV
15.03.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;4,876%;0,018%;0,359%;06.07.2029;5,7500%;Financials;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;4,152%;-0,030%;-0,735%;31.05.2032;3,7500%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,856%;-0,014%;-0,377%;03.09.2031;1,2500%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;KfW staatsg. Green Bond IHS 2,875 % 31.03.32;A38J3W;3,696%;-0,003%;-0,080%;31.03.2032;2,8750%;staatsgarantiert;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Knorr Bremse Green Bond IHS 3,25 % 30.09.32;A383RY;3,793%;0,006%;0,118%;30.09.2032;3,2500%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;NordLB Green Bond IHS 4,875 % 11.07.28;NLB4RS;4,426%;-0,002%;-0,050%;11.07.2028;4,8750%;Financials;Deutschland;Renten;Muster konservativ cVV
15.03.2026;Porsche IHS 4,25 % 27.09.30;A351SX;4,513%;0,032%;0,700%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;RCI Banque IHS 4,875 % 02.10.29;A3LNYD;4,455%;-0,018%;-0,434%;02.10.2029;4,8750%;Financials;Europa ohne Deutschland;Renten;Muster konservativ cVV
15.03.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;4,743%;0,004%;0,085%;26.11.2028;0,5000%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;VW Green Bond IHS 3,875 % 10.09.30;A383ET;4,732%;-0,014%;-0,307%;10.09.2030;3,8750%;Corporates;Deutschland;Renten;Muster konservativ cVV
15.03.2026;XETRA Gold;A0S9GB;11,372%;1,730%;17,828%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster konservativ cVV
;;;;;;;;;;;
