Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;AbbVie Inc.;A1J84E;3,531%;-0,252%;-6,625%;-;0%;Chemie,Pharma;Nordamerika;Aktien;ESG Muster Defensiv Plus
18.03.2026;Allianz SE;840400;2,221%;-0,197%;-8,169%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;Commerzbank IHS 0,5 % 04.12.26;CZ45VC;4,420%;0,021%;0,473%;04.12.2026;0,5000%;Financials;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Deutsche Telekom AG;555750;2,631%;0,392%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;Deutschland Green Bond 0 % 15.08.31;103073;4,092%;-0,006%;-0,150%;15.08.2031;0%;Staat/ Governments;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,522%;-0,016%;-0,470%;24.05.2030;1,8750%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,117%;-0,003%;-0,161%;05.02.2027;5,0000%;Financials;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;2,532%;-0,011%;-0,454%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;E.ON SE;ENAG99;3,771%;0,697%;22,667%;-;0%;Versorger;Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,506%;0,010%;0,266%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;8,741%;0,305%;3,580%;-;0%;Index;Global;Aktien;ESG Muster Defensiv Plus
18.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;1,729%;-0,011%;-0,659%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;ESG Muster Defensiv Plus
18.03.2026;Heidelberg Materials Green Bond IHS 3,95 % 19.07.34;A383EX;3,694%;-0,001%;-0,044%;19.07.2034;3,9500%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,153%;-0,011%;-0,366%;03.09.2031;1,2500%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Knorr-Bremse AG;KBX100;3,182%;0,198%;6,569%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;London Stock Exchange GroupPLC;A0JEJF;1,446%;-0,041%;-2,690%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,979%;-0,070%;-1,736%;30.05.2031;3,7000%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Microsoft Corp.;870747;2,362%;-0,484%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster Defensiv Plus
18.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,370%;0,158%;7,096%;-;0%;Index;Japan;Aktien;ESG Muster Defensiv Plus
18.03.2026;Novartis AG;904278;2,382%;0,246%;11,495%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;Physical Gold ETC (Invesco);A1AA5X;11,445%;1,332%;13,089%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster Defensiv Plus
18.03.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;4,471%;0,011%;0,246%;26.11.2028;0,5000%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
18.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,458%;0,185%;4,308%;-;0%;Index;Europa;Aktien;ESG Muster Defensiv Plus
18.03.2026;Unilever PLC Registered Shares LS-,035;A41NM1;2,712%;-0,064%;-2,271%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;ESG Muster Defensiv Plus
18.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;7,249%;-0,318%;-4,215%;-;0%;Index;Nordamerika;Aktien;ESG Muster Defensiv Plus
;;;;;;;;;;;
