Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;Deutschland Staatsanl. ETF 5-10 J. (Deka);ETFL20;8,874%;-0,044%;-0,521%;-;0%;Staat/ Governments;Deutschland;Renten;ETF Muster 40/60 ausgew.
19.03.2026;Environmental Impact 100 ETF (Rize);A3CN9S;3,126%;0,163%;5,324%;-;0%;Nachhaltigkeit;Global;Aktien;ETF Muster 40/60 ausgew.
19.03.2026;EUR Corp. Bond SRI 3-5Y ETF (BNPP Easy);A2PP8C;9,644%;-0,066%;-0,713%;-;0%;Index;Europa;Renten;ETF Muster 40/60 ausgew.
19.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;21,183%;0,310%;1,444%;-;0%;Index;Global;Aktien;ETF Muster 40/60 ausgew.
19.03.2026;MSCI Europe SRI ETF (iShares);A1H7ZS;7,825%;-0,096%;-1,277%;-;0%;Index;Europa;Aktien;ETF Muster 40/60 ausgew.
19.03.2026;Physical Gold ETC (Invesco);A1AA5X;14,654%;0,874%;6,253%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ETF Muster 40/60 ausgew.
19.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;3,523%;0,147%;4,322%;-;0%;Index;Europa;Aktien;ETF Muster 40/60 ausgew.
19.03.2026;Sustainable Euro Green Bond ETF (Franklin);A2PB5T;13,204%;-0,001%;-0,034%;-;0%;Index;Europa;Renten;ETF Muster 40/60 ausgew.
19.03.2026;USD Corp. Greenbond ETF EUR Hdgd (Xtrackers);DBX0KF;13,575%;-0,089%;-0,685%;-;0%;Nachhaltigkeit;Nordamerika;Renten;ETF Muster 40/60 ausgew.
;;;;;;;;;;;
