Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
19.08.2026;3M Co.;851745;3,224%;USD;0,414%;14,639%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;AbbVie Inc.;A1J84E;3,745%;USD;0,601%;18,931%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Ahold Delhaize N.V., Konkinkl.;A2ANT0;2,977%;EUR;-0,233%;-7,935%;-;0%;-;-;Handel,Konsum;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Allianz SE;840400;4,248%;EUR;0,660%;17,324%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;AT & T Inc.;A0HL9Z;3,110%;USD;0,114%;3,853%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Banco Santander S.A.;858872;3,660%;EUR;0,604%;18,366%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Canadian National Railway Co.;897879;2,926%;CAD;-0,124%;-4,104%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Cisco Systems Inc.;878841;3,457%;USD;1,018%;34,207%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Coca-Cola Co.;850663;3,465%;USD;0,904%;31,708%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Dell Technologies Inc.;A2N6WP;3,918%;USD;3,858%;139,087%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Deutsche Telekom AG;555750;3,047%;EUR;0,262%;8,919%;-;0%;-;-;Informationstechnologie;Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;ENEL S.p.A.;928624;3,798%;EUR;0,424%;10,196%;-;0%;-;-;Versorger;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Generali S.p.A.;850312;4,661%;EUR;1,094%;26,929%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;HSBC Holdings PLC;923893;4,992%;GBP;1,400%;33,424%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Iberdrola S.A.;A0M46B;4,230%;EUR;0,429%;9,470%;-;0%;-;-;Versorger;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;ING Groep N.V.;A2ANV3;3,787%;EUR;0,826%;25,564%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Johnson & Johnson;853260;4,453%;USD;1,226%;34,334%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Münchener Rückvers.-Ges. AG;843002;4,212%;EUR;0,012%;-2,633%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Nordea Bank Abp;A2N6F4;4,511%;EUR;0,573%;13,146%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Novartis AG;904278;3,714%;CHF;0,683%;19,390%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Philip Morris Internat. Inc.;A0NDBJ;3,512%;USD;0,690%;21,209%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Realty Income Corp.;899744;2,859%;USD;-0,173%;-5,781%;-;0%;-;-;Immobilien-Aktien/Fonds;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Roche Holding PS AG;A424UK;3,887%;CHF;1,121%;35,442%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Shell PLC;A3C99G;3,724%;GBP;0,894%;29,095%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Siemens AG;723610;4,340%;EUR;0,756%;18,315%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster FFPB Pro Dividende
19.08.2026;Waste Management Inc.;893579;2,556%;USD;0,011%;0,449%;-;0%;-;-;Versorger;Nordamerika;Aktien;5;Muster FFPB Pro Dividende
;;;;;;;;;;;;;;;
