Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;3M Co.;851745;2,983%;-0,295%;-9,629%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;AbbVie Inc.;A1J84E;3,402%;-0,302%;-8,494%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Ahold N.V. EO -,01;A2ANT0;4,517%;0,673%;18,153%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Allianz SE;840400;3,981%;-0,407%;-9,552%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;AT & T Inc.;A0HL9Z;4,023%;0,460%;13,219%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Banco Santander S.A.;858872;3,268%;-0,353%;-10,187%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Barclays plc;850403;3,359%;-0,750%;-18,995%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;BlackRock Inc.;A40PW4;3,464%;-0,295%;-8,159%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Coca-Cola Co.;850663;3,394%;0,292%;9,562%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Deutsche Telekom AG;555750;3,902%;0,533%;16,233%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;ENEL S.p.A.;928624;4,375%;0,262%;6,467%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Generali S.p.A.;850312;4,240%;-0,207%;-4,811%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;HSBC Holdings PLC;923893;4,515%;0,046%;0,844%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Iberdrola S.A.;A0M46B;4,772%;0,277%;6,231%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;ING Groep N.V.;A2ANV3;3,273%;-0,322%;-9,392%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Intesa Sanpaolo S.p.A.;850605;4,279%;-0,691%;-14,527%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Intl Business Machines Corp.;851399;3,368%;-0,549%;-14,306%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Johnson & Johnson;853260;4,533%;0,627%;16,398%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Münchener Rückvers.-Ges. AG;843002;3,731%;-0,224%;-5,799%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Nordea Bank Abp;A2N6F4;4,783%;-0,132%;-2,891%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Novartis AG;904278;4,044%;0,319%;8,545%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Philip Morris Internat. Inc.;A0NDBJ;3,539%;0,122%;3,260%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro Dividende
19.03.2026;Roche Holding AG Genußscheine;855167;4,038%;0,011%;-0,045%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Shell PLC;A3C99G;4,355%;0,901%;27,619%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Muster FFPB Pro Dividende
19.03.2026;Siemens AG;723610;3,834%;-0,491%;-12,064%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster FFPB Pro Dividende
;;;;;;;;;;;
