Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Alphabet Inc. A;A14Y6F;4,342%;0,029%;0,682%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Amazon.com Inc.;906866;3,635%;-0,266%;-6,875%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Arista Networks Inc.;A40V33;3,850%;0,224%;6,345%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Booking Holdings Inc.;A2JEXP;3,356%;-0,640%;-16,038%;-;0%;Dienstleistungen;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Deutsche Börse AG;581005;3,254%;0,319%;11,022%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster offensiv cVV
18.03.2026;Deutsche Telekom AG;555750;3,386%;0,504%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster offensiv cVV
18.03.2026;Eli Lilly and Company;858560;3,448%;-0,485%;-12,519%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Franklin European Dividend ETF;A2DTF2;4,078%;0,109%;2,775%;-;0%;Index;Europa;Aktien;Muster offensiv cVV
18.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;5,482%;0,659%;13,798%;-;0%;Index;Global;Aktien;Muster offensiv cVV
18.03.2026;Intuitive Surgical Inc.;888024;2,543%;-0,396%;-13,619%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Japan Equity Partners Portfolio GS;A14T2K;5,247%;0,154%;3,043%;-;0%;Region;Japan;Aktien;Muster offensiv cVV
18.03.2026;Linde plc;A3D7VW;4,240%;0,624%;17,340%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster offensiv cVV
18.03.2026;Lindt & Spruengli Partizipationssscheine;870503;3,438%;-0,204%;-5,771%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Muster offensiv cVV
18.03.2026;McDonalds Corp.;856958;3,454%;-0,099%;-2,819%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Meta Platforms Inc. A;A1JWVX;3,143%;-0,146%;-4,477%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;Microsoft Corp.;870747;2,785%;-0,568%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,344%;-0,100%;-2,965%;-;0%;Chemie,Pharma;Global;Aktien;Muster offensiv cVV
18.03.2026;Münchener Rückvers.-Ges. AG;843002;4,370%;-0,189%;-4,198%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster offensiv cVV
18.03.2026;Semiconductor ETF (VanEck);A2QC5J;7,139%;0,902%;14,565%;-;0%;Nachhaltigkeit;Global;Aktien;Muster offensiv cVV
18.03.2026;Siemens AG;723610;3,375%;-0,323%;-8,802%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster offensiv cVV
18.03.2026;StoxxEuro.600 Construc. & Materials ETF (iSh);A0H08F;4,205%;-0,174%;-4,089%;-;0%;Index;Europa;Aktien;Muster offensiv cVV
18.03.2026;VISA Inc.;A0NC7B;3,216%;-0,464%;-12,687%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster offensiv cVV
18.03.2026;XETRA Gold;A0S9GB;7,400%;0,852%;13,076%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster offensiv cVV
18.03.2026;Zurich Insurance Group AG;579919;2,737%;-0,182%;-6,340%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster offensiv cVV
;;;;;;;;;;;
