Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
17.09.2026; STOXX Europe 600 SRI ETF (SPDR);A2PPQZ;4,834%;EUR;-0,200%;-4,030%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster defensiv
17.09.2026;Artificial Intelligence ETF (WisdomTree);A2N7KX;2,715%;USD;-0,349%;-11,556%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster defensiv
17.09.2026;Commerzbank IHS 0,5 % 04.12.26;CZ45VC;4,581%;EUR;0,073%;1,616%;04.12.2026;0,5000%;0,2110;3,0481%;Financials;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Deutsche Post IHS 3,0 % 25.11.31;A460PH;3,921%;EUR;-0,079%;-2,045%;25.11.2031;3,0000%;4,7705;3,8215%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Deutschland Green Bond 0 % 15.08.31;103073;4,126%;EUR;-0,083%;-2,028%;15.08.2031;0%;4,9068;3,2692%;Staat/ Governments;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,473%;EUR;-0,046%;-1,375%;24.05.2030;1,8750%;3,5685;3,6310%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,154%;EUR;0,041%;1,899%;05.02.2027;5,0000%;0,3836;3,6784%;Financials;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,330%;EUR;0,062%;1,008%;12.01.2035;3,8750%;7,1502;4,3000%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;4,227%;EUR;-0,058%;-1,471%;23.05.2034;4,3000%;6,6792;4,2604%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,478%;EUR;0,022%;0,597%;31.03.2028;1,8750%;1,5130;3,8028%;Corporates;Deutschland;Renten;5;ESG Muster defensiv
17.09.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;5,373%;USD;0,870%;18,819%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster defensiv
17.09.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;1,751%;EUR;0,000%;-0,021%;01.11.2028;2,0000%;2,0615;3,5179%;Financials;Nordamerika;Renten;3;ESG Muster defensiv
17.09.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;2,797%;EUR;0,103%;3,470%;06.07.2029;5,7500%;2,6441;4,6676%;Financials;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Heidelberg Mat. Green Bd. IHS 3,95 % 19.07.34;A383EX;3,553%;EUR;-0,050%;-1,513%;19.07.2034;3,9500%;6,8957;4,3626%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;4,137%;EUR;-0,143%;-3,362%;03.09.2031;1,2500%;4,8320;4,3210%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;iBonds Dec 2031 EUR Corp. ETF (iShares);A40MD5;3,261%;EUR;-0,039%;-1,260%;-;0%;-;-;Index;Europa;Renten;3;ESG Muster defensiv
17.09.2026;Japan Equity Active ETF (GS);A4135A;3,058%;JPY;-0,011%;-0,359%;-;0%;-;-;Index;Japan;Aktien;4;ESG Muster defensiv
17.09.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,732%;EUR;-0,104%;-2,771%;30.05.2031;3,7000%;4,3608;3,9601%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;NordLB Green Bond IHS 4,875 % 11.07.28;NLB4RS;4,364%;EUR;0,034%;0,742%;11.07.2028;4,8750%;1,7654;3,5341%;Financials;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Physical Gold ETC (Invesco);A1AA5X;10,283%;EUR;0,137%;1,398%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster defensiv
17.09.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;2,828%;EUR;0,013%;0,434%;26.11.2028;0,5000%;2,1736;3,4182%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Siemens IHS 1,75 % 28.02.39;A2RYDQ;3,764%;EUR;-0,130%;-3,475%;28.02.2039;1,7500%;11,1024;4,2817%;Corporates;Deutschland;Renten;3;ESG Muster defensiv
17.09.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,468%;EUR;0,862%;23,438%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster defensiv
17.09.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;3,055%;USD;0,032%;1,057%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster defensiv
;;;;;;;;;;;;;;;
