Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
23.08.2026; STOXX Europe 600 SRI ETF (SPDR);A2PPQZ;7,866%;EUR;-0,133%;-1,675%;-;0%;-;-;Index;Europa;Aktien;4;ETF Muster 40/60 ausgew.
23.08.2026;Deutschland Staatsanl. ETF 5-10 J. (Deka);ETFL20;8,345%;EUR;-0,108%;-1,308%;-;0%;-;-;Staat/ Governments;Deutschland;Renten;3;ETF Muster 40/60 ausgew.
23.08.2026;Environmental Impact 100 ETF (Rize);A3CN9S;3,218%;USD;0,397%;13,356%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ETF Muster 40/60 ausgew.
23.08.2026;EUR Corp. Bond SRI 3-5Y ETF (BNPP Easy);A2PP8C;11,992%;EUR;0,025%;0,377%;-;0%;-;-;Index;Europa;Renten;2;ETF Muster 40/60 ausgew.
23.08.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;20,706%;USD;3,820%;18,485%;-;0%;-;-;Index;Global;Aktien;4;ETF Muster 40/60 ausgew.
23.08.2026;Physical Gold ETC (Invesco);A1AA5X;13,891%;EUR;0,695%;5,304%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ETF Muster 40/60 ausgew.
23.08.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;3,907%;EUR;0,693%;20,953%;-;0%;-;-;Index;Europa;Aktien;4;ETF Muster 40/60 ausgew.
23.08.2026;Sustainable Euro Green Bond ETF (Franklin);A2PB5T;12,637%;EUR;0,009%;0,032%;-;0%;-;-;Index;Europa;Renten;3;ETF Muster 40/60 ausgew.
23.08.2026;USD Corp. Greenbond ETF EUR Hdgd (Xtrackers);DBX0KF;12,969%;EUR;-0,105%;-0,804%;-;0%;-;-;Nachhaltigkeit;Nordamerika;Renten;2;ETF Muster 40/60 ausgew.
;;;;;;;;;;;;;;;
