Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Alphabet Inc. A;A14Y6F;3,140%;-0,024%;-0,726%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Defensiv Plus cVV
15.03.2026;Amazon.com Inc.;906866;2,646%;-0,219%;-7,498%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster Defensiv Plus cVV
15.03.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;4,314%;-0,029%;-0,707%;26.05.2033;4,6250%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Deutsche Börse AG;581005;2,431%;0,218%;10,036%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster Defensiv Plus cVV
15.03.2026;Deutsche Telekom AG;555750;2,445%;0,418%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster Defensiv Plus cVV
15.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,674%;-0,033%;-0,933%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Eli Lilly and Company;858560;2,586%;-0,160%;-5,818%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster Defensiv Plus cVV
15.03.2026;Franklin European Dividend ETF;A2DTF2;2,993%;0,016%;0,519%;-;0%;Index;Europa;Aktien;Muster Defensiv Plus cVV
15.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,727%;-0,010%;-0,285%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;3,760%;0,444%;13,410%;-;0%;Index;Global;Aktien;Muster Defensiv Plus cVV
15.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,206%;-0,038%;-0,923%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;Muster Defensiv Plus cVV
15.03.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;4,658%;0,018%;0,359%;06.07.2029;5,7500%;Financials;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Heidelberg Materials IHS 3 % 10.07.30;A4EA9Y;4,611%;-0,047%;-1,040%;10.07.2030;3,0000%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Japan Equity Partners Portfolio GS;A14T2K;2,445%;0,081%;3,339%;-;0%;Region;Japan;Aktien;Muster Defensiv Plus cVV
15.03.2026;KfW staatsg. Green Bond IHS 2,875 % 31.03.32;A38J3W;3,629%;-0,002%;-0,080%;31.03.2032;2,8750%;staatsgarantiert;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,701%;-0,017%;-0,475%;30.05.2031;3,7000%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Meta Platforms Inc. A;A1JWVX;1,852%;-0,086%;-4,428%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Defensiv Plus cVV
15.03.2026;Microsoft Corp.;870747;2,062%;-0,395%;-15,925%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Defensiv Plus cVV
15.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,397%;-0,025%;-1,088%;-;0%;Chemie,Pharma;Global;Aktien;Muster Defensiv Plus cVV
15.03.2026;Münchener Rückvers.-Ges. AG;843002;2,528%;-0,116%;-4,376%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster Defensiv Plus cVV
15.03.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,319%;0,024%;0,700%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;Semiconductor ETF (VanEck);A2QC5J;5,630%;0,620%;12,235%;-;0%;Nachhaltigkeit;Global;Aktien;Muster Defensiv Plus cVV
15.03.2026;Siemens AG;723610;2,497%;-0,210%;-7,861%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster Defensiv Plus cVV
15.03.2026;StoxxEuro.600 Construc. & Materials ETF (iSh);A0H08F;3,173%;-0,170%;-5,216%;-;0%;Index;Europa;Aktien;Muster Defensiv Plus cVV
15.03.2026;VISA Inc.;A0NC7B;1,975%;-0,220%;-9,950%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster Defensiv Plus cVV
15.03.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;3,291%;-0,021%;-0,661%;16.01.2030;1,6250%;Corporates;Deutschland;Renten;Muster Defensiv Plus cVV
15.03.2026;XETRA Gold;A0S9GB;11,892%;1,814%;17,828%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster Defensiv Plus cVV
;;;;;;;;;;;
