Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
23.08.2026; STOXX Europe 600 SRI ETF (SPDR);A2PPQZ;6,008%;EUR;-0,100%;-1,675%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster offensiv
23.08.2026;Allianz SE;840400;2,524%;EUR;0,393%;18,074%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,565%;EUR;-0,021%;-0,685%;12.01.2035;3,8750%;7,2267;3,9837%;Corporates;Deutschland;Renten;3;ESG Muster offensiv
23.08.2026;E.ON SE;ENAG99;3,109%;EUR;0,367%;11,260%;-;0%;-;-;Versorger;Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;Environmental Impact 100 ETF (Rize);A3CN9S;5,652%;USD;0,389%;13,356%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster offensiv
23.08.2026;First Solar Inc.;A0LEKM;3,790%;USD;-0,819%;-17,479%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster offensiv
23.08.2026;GE Vernova Inc.;A404PC;2,497%;USD;-0,410%;-13,975%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;ESG Muster offensiv
23.08.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;9,157%;USD;1,523%;18,485%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster offensiv
23.08.2026;Intuitive Surgical Inc.;888024;1,987%;USD;-0,996%;-32,712%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster offensiv
23.08.2026;Japan Equity Active ETF (GS);A4135A;4,979%;JPY;-0,187%;-3,696%;-;0%;-;-;Index;Japan;Aktien;4;ESG Muster offensiv
23.08.2026;Johnson & Johnson;853260;2,030%;USD;0,032%;1,649%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster offensiv
23.08.2026;Knorr-Bremse AG;KBX100;3,338%;EUR;0,336%;10,109%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;London Stock Exchange GroupPLC;A0JEJF;1,695%;GBP;-0,007%;-1,047%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;Microsoft Corp.;870747;3,376%;USD;-0,014%;0,986%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster offensiv
23.08.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,490%;EUR;0,238%;8,119%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;ESG Muster offensiv
23.08.2026;Novartis AG;904278;5,005%;CHF;0,848%;19,090%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;Physical Gold ETC (Invesco);A1AA5X;4,907%;EUR;0,238%;5,304%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster offensiv
23.08.2026;Procter & Gamble Co., The;852062;2,849%;USD;-0,064%;-2,284%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster offensiv
23.08.2026;Schneider Electric SE;860180;2,942%;EUR;0,694%;28,352%;-;0%;-;-;Elektro;Europa ohne Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;Semiconductor ETF (VanEck);A2QC5J;6,192%;EUR;3,980%;69,066%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;ESG Muster offensiv
23.08.2026;Siemens AG;723610;3,745%;EUR;0,668%;19,897%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster offensiv
23.08.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;9,024%;EUR;1,599%;20,953%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster offensiv
23.08.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;3,045%;USD;0,009%;0,301%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster offensiv
;;;;;;;;;;;;;;;
