Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
17.06.2026;Allianz SE;840400;2,854%;0,070%;2,484%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Comdirect 30
17.06.2026;Bayer IHS 4 % 26.08.26;A351UZ;6,201%;0,067%;1,098%;26.08.2026;4,0000%;Corporates;Deutschland;Renten;3;Comdirect 30
17.06.2026;Belgien Staat 0,0 % 22.10.31;A287RJ;6,208%;0,036%;0,569%;22.10.2031;0%;Staat/ Governments;Europa ohne Deutschland;Renten;3;Comdirect 30
17.06.2026;Berkshire Hathaway Inc. B;A0YJQ2;2,971%;-0,003%;-0,182%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Comdirect 30
17.06.2026;Deutsche Telekom AG;555750;2,839%;0,032%;0,565%;-;0%;Informationstechnologie;Deutschland;Aktien;5;Comdirect 30
17.06.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;5,428%;0,053%;0,941%;05.02.2027;5,0000%;Financials;Deutschland;Renten;3;Comdirect 30
17.06.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;6,330%;0,100%;1,591%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;3;Comdirect 30
17.06.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;7,212%;0,051%;0,703%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;5;Comdirect 30
17.06.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;5,872%;0,087%;1,494%;06.07.2029;5,7500%;Financials;Deutschland;Renten;3;Comdirect 30
17.06.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;5,798%;0,065%;1,116%;31.05.2032;3,7500%;Corporates;Deutschland;Renten;3;Comdirect 30
17.06.2026;Hochtief IHS 4,25 % 31.05.30;A383EL;6,074%;0,067%;1,137%;31.05.2030;4,2500%;Corporates;Deutschland;Renten;3;Comdirect 30
17.06.2026;Johnson & Johnson;853260;3,895%;-0,068%;-1,753%;-;0%;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 30
17.06.2026;Microsoft Corp.;870747;2,320%;-0,570%;-19,810%;-;0%;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 30
17.06.2026;Philip Morris Internat. Inc.;A0NDBJ;2,795%;0,398%;16,287%;-;0%;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 30
17.06.2026;Porsche IHS 4,25 % 27.09.30;A351SX;6,205%;0,122%;1,979%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;3;Comdirect 30
17.06.2026;Shell PLC;A3C99G;3,272%;0,358%;12,447%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;5;Comdirect 30
17.06.2026;Walmart Inc.;860853;4,002%;0,330%;8,741%;-;0%;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 30
17.06.2026;Waste Management Inc.;893579;2,480%;0,022%;0,744%;-;0%;Versorger;Nordamerika;Aktien;5;Comdirect 30
17.06.2026;XETRA Gold;A0S9GB;12,862%;0,641%;0,390%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Comdirect 30
;;;;;;;;;;;;
