Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Airbus SE;938914;4,751%;-0,846%;-15,072%;-;0%;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;Comdirect 70
15.03.2026;Amazon.com Inc.;906866;3,537%;-0,287%;-7,498%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 70
15.03.2026;Bayer IHS 4 % 26.08.26;A351UZ;2,551%;0,012%;0,460%;26.08.2026;4,0000%;Corporates;Deutschland;Renten;Comdirect 70
15.03.2026;Belgien Staat 0,0 % 22.10.31;A287RJ;2,806%;-0,014%;-0,473%;22.10.2031;0%;Staat/ Governments;Europa ohne Deutschland;Renten;Comdirect 70
15.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;6,746%;0,015%;0,213%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Comdirect 70
15.03.2026;Deutsche Telekom AG;555750;6,494%;1,111%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;Comdirect 70
15.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;2,090%;-0,020%;-0,933%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;Comdirect 70
15.03.2026;Ferrari N.V.;A2ACKK;2,834%;-0,268%;-8,537%;-;0%;Automobil;Europa ohne Deutschland;Aktien;Comdirect 70
15.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;2,461%;-0,007%;-0,285%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Comdirect 70
15.03.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;2,839%;-0,021%;-0,735%;31.05.2032;3,7500%;Corporates;Deutschland;Renten;Comdirect 70
15.03.2026;LVMH Moët Henn. L. Vuitton SE;853292;3,137%;-1,033%;-24,710%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Comdirect 70
15.03.2026;Microsoft Corp.;870747;4,442%;-0,846%;-15,925%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 70
15.03.2026;Münchener Rückvers.-Ges. AG;843002;5,475%;-0,256%;-4,376%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Comdirect 70
15.03.2026;NVIDIA Corp.;918422;5,878%;-0,038%;-0,645%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 70
15.03.2026;RCI Banque IHS 4,875 % 02.10.29;A3LNYD;2,023%;-0,009%;-0,434%;02.10.2029;4,8750%;Financials;Europa ohne Deutschland;Renten;Comdirect 70
15.03.2026;Rheinmetall AG;703000;3,435%;0,094%;2,671%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Comdirect 70
15.03.2026;Shell PLC;A3C99G;4,835%;0,951%;24,198%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Comdirect 70
15.03.2026;VW Green Bond IHS 3,875 % 10.09.30;A383ET;2,734%;-0,009%;-0,307%;10.09.2030;3,8750%;Corporates;Deutschland;Renten;Comdirect 70
15.03.2026;Walmart Inc.;860853;7,637%;1,117%;16,975%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 70
15.03.2026;XETRA Gold;A0S9GB;18,438%;2,836%;17,828%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Comdirect 70
;;;;;;;;;;;
