Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
06.07.2026;AbbVie Inc.;A1J84E;4,219%;USD;0,562%;15,344%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Allianz SE;840400;2,536%;EUR;0,183%;7,606%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Artificial Intelligence ETF (WisdomTree);A2N7KX;2,793%;USD;-0,212%;-7,010%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Commerzbank IHS 0,5 % 04.12.26;CZ45VC;4,338%;EUR;0,053%;1,198%;04.12.2026;0,5000%;0,4110;2,5773%;Financials;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Deutschland Green Bond 0 % 15.08.31;103073;4,009%;EUR;0,016%;0,371%;15.08.2031;0%;5,1068;2,6518%;Staat/ Governments;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,467%;EUR;0,019%;0,517%;24.05.2030;1,8750%;3,7693;2,9104%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;1,993%;EUR;0,024%;1,157%;05.02.2027;5,0000%;0,5836;3,6932%;Financials;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;2,412%;EUR;0,025%;0,976%;12.01.2035;3,8750%;7,3679;3,6742%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;E.ON SE;ENAG99;3,529%;EUR;0,540%;17,798%;-;0%;-;-;Versorger;Deutschland;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,468%;EUR;0,063%;1,773%;23.05.2034;4,3000%;6,8926;3,6316%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;9,791%;Sonstige Währungen;1,622%;19,060%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster Defensiv Plus
06.07.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;1,710%;EUR;0,014%;0,782%;01.11.2028;2,0000%;2,2618;2,8372%;Financials;Nordamerika;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Heidelberg Mat. Green Bd. IHS 3,95 % 19.07.34;A383EX;3,669%;EUR;0,071%;1,879%;19.07.2034;3,9500%;6,8669;3,7156%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,054%;EUR;-0,031%;-0,982%;03.09.2031;1,2500%;4,9699;3,6341%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Johnson & Johnson;853260;1,958%;USD;-0,009%;-0,440%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Knorr-Bremse AG;KBX100;3,309%;EUR;0,414%;13,715%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;London Stock Exchange GroupPLC;A0JEJF;1,461%;GBP;0,010%;0,893%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,922%;EUR;-0,023%;-0,604%;30.05.2031;3,7000%;4,5638;3,2769%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Microsoft Corp.;870747;2,279%;USD;-0,502%;-17,702%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,980%;JPY;0,853%;38,222%;-;0%;-;-;Index;Japan;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Novartis AG;904278;2,400%;CHF;0,398%;18,793%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;Physical Gold ETC (Invesco);A1AA5X;9,567%;EUR;-0,306%;-3,002%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster Defensiv Plus
06.07.2026;Procter & Gamble Co., The;852062;2,507%;USD;0,072%;2,926%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster Defensiv Plus
06.07.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;4,396%;EUR;0,052%;1,139%;26.11.2028;0,5000%;2,3737;2,8223%;Corporates;Deutschland;Renten;3;ESG Muster Defensiv Plus
06.07.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,777%;Sonstige Währungen;0,634%;14,693%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster Defensiv Plus
06.07.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;2,952%;USD;-0,002%;-0,066%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster Defensiv Plus
;;;;;;;;;;;;;;;
