Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Allianz SE;840400;2,455%;-0,259%;-9,321%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Comdirect 30
15.03.2026;Bayer IHS 4 % 26.08.26;A351UZ;5,991%;0,028%;0,460%;26.08.2026;4,0000%;Corporates;Deutschland;Renten;Comdirect 30
15.03.2026;Belgien Staat 0,0 % 22.10.31;A287RJ;5,973%;-0,027%;-0,473%;22.10.2031;0%;Staat/ Governments;Europa ohne Deutschland;Renten;Comdirect 30
15.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;2,900%;0,005%;0,213%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Comdirect 30
15.03.2026;Deutsche Telekom AG;555750;3,412%;0,598%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;Comdirect 30
15.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;5,465%;-0,018%;-0,350%;05.02.2027;5,0000%;Financials;Deutschland;Renten;Comdirect 30
15.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;6,052%;-0,004%;-0,102%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;Comdirect 30
15.03.2026;Ferrari N.V.;A2ACKK;1,335%;-0,125%;-8,537%;-;0%;Automobil;Europa ohne Deutschland;Aktien;Comdirect 30
15.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;7,077%;-0,019%;-0,285%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Comdirect 30
15.03.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;5,645%;0,022%;0,359%;06.07.2029;5,7500%;Financials;Deutschland;Renten;Comdirect 30
15.03.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;5,534%;-0,040%;-0,735%;31.05.2032;3,7500%;Corporates;Deutschland;Renten;Comdirect 30
15.03.2026;Microsoft Corp.;870747;2,370%;-0,466%;-15,925%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 30
15.03.2026;Philip Morris Internat. Inc.;A0NDBJ;2,663%;0,296%;11,958%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 30
15.03.2026;Porsche IHS 4,25 % 27.09.30;A351SX;5,957%;0,045%;0,700%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;Comdirect 30
15.03.2026;Shell PLC;A3C99G;3,541%;0,702%;24,198%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Comdirect 30
15.03.2026;VW Leasing Green Bond IHS 4,5 % 25.03.26;A3514T;5,207%;0,027%;0,499%;25.03.2026;4,5000%;Corporates;Deutschland;Renten;Comdirect 30
15.03.2026;Walmart Inc.;860853;4,193%;0,632%;16,975%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 30
15.03.2026;Waste Management Inc.;893579;2,681%;0,283%;11,562%;-;0%;Versorger;Nordamerika;Aktien;Comdirect 30
15.03.2026;XETRA Gold;A0S9GB;18,826%;2,949%;17,828%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Comdirect 30
;;;;;;;;;;;
