Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
15.09.2026;Allianz SE;840400;2,672%;EUR;0,195%;7,969%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;Alphabet Inc. A;A14Y6F;3,451%;USD;0,426%;12,333%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;Amazon.com Inc.;906866;3,047%;USD;0,308%;9,553%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;3,979%;EUR;-0,064%;-1,660%;26.05.2033;4,6250%;5,8840;4,4064%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Deutsche Börse AG;581005;2,663%;EUR;0,567%;25,948%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;Deutsche Börse IHS 3,25 % 24.03.31;A460QR;3,890%;EUR;-0,016%;-0,487%;24.03.2031;3,2500%;4,2175;3,8195%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,370%;EUR;-0,103%;-3,043%;12.01.2035;3,8750%;7,1555;4,3739%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Eli Lilly and Company;858560;2,873%;USD;0,208%;7,956%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;European Dividend ETF (Franklin);A2DTF2;2,999%;EUR;0,180%;6,031%;-;0%;-;-;Index;Europa;Aktien;3;Muster Defensiv Plus cVV
15.09.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,587%;EUR;0,022%;0,592%;31.03.2028;1,8750%;1,5184;3,7925%;Corporates;Deutschland;Renten;5;Muster Defensiv Plus cVV
15.09.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;3,715%;USD;0,501%;15,239%;-;0%;-;-;Index;Global;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,122%;EUR;-0,006%;-0,158%;01.11.2028;2,0000%;2,0670;3,5770%;Financials;Nordamerika;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;4,293%;EUR;0,020%;0,320%;06.07.2029;5,7500%;2,6496;4,7208%;Financials;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Heidelberg Materials IHS 3 % 10.07.30;A4EA9Y;4,453%;EUR;-0,078%;-1,743%;10.07.2030;3,0000%;3,6435;4,0785%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Japan Equity Active ETF (GS);A4135A;2,629%;JPY;0,120%;4,799%;-;0%;-;-;Index;Japan;Aktien;4;Muster Defensiv Plus cVV
15.09.2026;KfW staatsg. Green Bond IHS 2,875 % 31.03.32;A38J3W;3,370%;EUR;-0,062%;-1,823%;31.03.2032;2,8750%;5,1358;3,5574%;staatsgarantiert;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,433%;EUR;-0,053%;-1,633%;30.05.2031;3,7000%;4,3663;4,0110%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Microsoft Corp.;870747;2,496%;USD;0,112%;5,115%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,504%;EUR;0,143%;6,249%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;Muster Defensiv Plus cVV
15.09.2026;MSCI World Momentum ESG  ETF (iShares);A3CUJS;3,403%;EUR;-0,171%;-4,844%;-;0%;-;-;Index;Global;Aktien;4;Muster Defensiv Plus cVV
15.09.2026;Münchener Rückvers.-Ges. AG;843002;2,345%;EUR;-0,120%;-4,481%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,210%;EUR;0,007%;0,135%;27.09.2030;4,2500%;3,6543;4,3392%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;Semiconductor ETF (VanEck);A2QC5J;3,531%;EUR;3,198%;65,401%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;Muster Defensiv Plus cVV
15.09.2026;Siemens AG;723610;2,852%;EUR;0,297%;10,681%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;SLB Ltd.;853390;2,402%;EUR;-0,074%;-2,958%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;VISA Inc.;A0NC7B;2,325%;USD;0,200%;9,478%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster Defensiv Plus cVV
15.09.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;3,116%;EUR;-0,051%;-1,637%;16.01.2030;1,6250%;3,2371;4,3059%;Corporates;Deutschland;Renten;3;Muster Defensiv Plus cVV
15.09.2026;XETRA Gold;A0S9GB;8,069%;EUR;0,036%;-0,831%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Muster Defensiv Plus cVV
;;;;;;;;;;;;;;;
