Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;Alphabet Inc. A;A14Y6F;3,761%;-0,021%;-0,538%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Amazon.com Inc.;906866;2,708%;-0,243%;-8,302%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Arista Networks Inc.;A40V33;3,376%;0,169%;5,430%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;4,475%;-0,036%;-0,850%;26.05.2033;4,6250%;Corporates;Deutschland;Renten;Muster ausgewogen cVV
19.03.2026;Booking Holdings Inc.;A2JEXP;2,932%;-0,662%;-18,557%;-;0%;Dienstleistungen;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Deutsche Börse AG;581005;2,882%;0,308%;12,366%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster ausgewogen cVV
19.03.2026;Deutsche Telekom AG;555750;2,874%;0,396%;16,233%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster ausgewogen cVV
19.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,126%;-0,007%;-0,336%;05.02.2027;5,0000%;Financials;Deutschland;Renten;Muster ausgewogen cVV
19.03.2026;Eli Lilly and Company;858560;2,984%;-0,451%;-13,445%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Franklin European Dividend ETF;A2DTF2;3,616%;0,083%;2,400%;-;0%;Index;Europa;Aktien;Muster ausgewogen cVV
19.03.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;4,804%;0,517%;12,320%;-;0%;Index;Global;Aktien;Muster ausgewogen cVV
19.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;4,228%;-0,042%;-1,025%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;Muster ausgewogen cVV
19.03.2026;Hochtief IHS 0,625 % 26.04.29;A3E5S0;3,196%;-0,001%;-0,048%;26.04.2029;0,6250%;Corporates;Deutschland;Renten;Muster ausgewogen cVV
19.03.2026;Japan Equity Partners Portfolio GS;A14T2K;2,922%;0,037%;1,208%;-;0%;Region;Japan;Aktien;Muster ausgewogen cVV
19.03.2026;Linde plc;A3D7VW;3,009%;0,419%;16,460%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster ausgewogen cVV
19.03.2026;McDonalds Corp.;856958;2,909%;-0,169%;-5,664%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Meta Platforms Inc. A;A1JWVX;2,631%;-0,188%;-6,817%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;Microsoft Corp.;870747;2,234%;-0,498%;-18,459%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,864%;-0,114%;-3,983%;-;0%;Chemie,Pharma;Global;Aktien;Muster ausgewogen cVV
19.03.2026;Münchener Rückvers.-Ges. AG;843002;3,130%;-0,188%;-5,799%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster ausgewogen cVV
19.03.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,819%;0,010%;0,241%;27.09.2030;4,2500%;Corporates;Deutschland;Renten;Muster ausgewogen cVV
19.03.2026;Semiconductor ETF (VanEck);A2QC5J;5,527%;0,608%;12,516%;-;0%;Nachhaltigkeit;Global;Aktien;Muster ausgewogen cVV
19.03.2026;Siemens AG;723610;2,838%;-0,377%;-12,064%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster ausgewogen cVV
19.03.2026;StoxxEuro.600 Construc. & Materials ETF (iSh);A0H08F;3,595%;-0,292%;-7,800%;-;0%;Index;Europa;Aktien;Muster ausgewogen cVV
19.03.2026;VISA Inc.;A0NC7B;2,371%;-0,359%;-13,360%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster ausgewogen cVV
19.03.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;2,875%;-0,030%;-1,070%;16.01.2030;1,6250%;Corporates;Deutschland;Renten;Muster ausgewogen cVV
19.03.2026;XETRA Gold;A0S9GB;9,076%;0,644%;6,264%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Muster ausgewogen cVV
;;;;;;;;;;;
