Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
02.07.2026;Allianz SE;840400;2,979%;0,198%;7,145%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Comdirect 30
02.07.2026;Bayer IHS 4 % 26.08.26;A351UZ;6,200%;0,075%;1,235%;26.08.2026;4,0000%;0,1479;3,4113%;Corporates;Deutschland;Renten;3;Comdirect 30
02.07.2026;Belgien Staat 0,0 % 22.10.31;A287RJ;6,214%;0,051%;0,809%;22.10.2031;0%;5,3041;2,9279%;Staat/ Governments;Europa ohne Deutschland;Renten;3;Comdirect 30
02.07.2026;Berkshire Hathaway Inc. B;A0YJQ2;3,084%;0,113%;3,773%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Comdirect 30
02.07.2026;Deutsche Telekom AG;555750;2,639%;-0,163%;-6,373%;-;0%;-;-;Informationstechnologie;Deutschland;Aktien;5;Comdirect 30
02.07.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;5,430%;0,063%;1,131%;05.02.2027;5,0000%;0,5945;3,6676%;Financials;Deutschland;Renten;3;Comdirect 30
02.07.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;6,327%;0,107%;1,701%;23.05.2034;4,3000%;6,9039;3,6368%;Corporates;Deutschland;Renten;3;Comdirect 30
02.07.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;7,224%;0,073%;1,014%;31.03.2028;1,8750%;1,7240;3,0820%;Corporates;Deutschland;Renten;5;Comdirect 30
02.07.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;5,885%;0,109%;1,863%;06.07.2029;5,7500%;2,7143;3,8146%;Financials;Deutschland;Renten;3;Comdirect 30
02.07.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;5,796%;0,071%;1,230%;31.05.2032;3,7500%;5,4155;3,3954%;Corporates;Deutschland;Renten;3;Comdirect 30
02.07.2026;Hochtief IHS 4,25 % 31.05.30;A383EL;6,080%;0,083%;1,403%;31.05.2030;4,2500%;3,6808;3,3874%;Corporates;Deutschland;Renten;3;Comdirect 30
02.07.2026;Johnson & Johnson;853260;4,394%;0,433%;10,990%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 30
02.07.2026;Microsoft Corp.;870747;2,402%;-0,486%;-16,869%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 30
02.07.2026;Philip Morris Internat. Inc.;A0NDBJ;2,851%;0,458%;18,811%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 30
02.07.2026;Porsche IHS 4,25 % 27.09.30;A351SX;6,171%;0,098%;1,585%;27.09.2030;4,2500%;3,8632;3,7144%;Corporates;Deutschland;Renten;3;Comdirect 30
02.07.2026;Shell PLC;A3C99G;3,153%;0,244%;8,525%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;5;Comdirect 30
02.07.2026;Walmart Inc.;860853;3,804%;0,139%;3,535%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 30
02.07.2026;Waste Management Inc.;893579;2,659%;0,203%;8,162%;-;0%;-;-;Versorger;Nordamerika;Aktien;5;Comdirect 30
02.07.2026;XETRA Gold;A0S9GB;12,332%;0,125%;-3,597%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Comdirect 30
;;;;;;;;;;;;;;
