Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Allianz SE;840400;2,136%;-0,217%;-9,321%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;Alphabet Inc. A;A14Y6F;5,318%;-0,037%;-0,726%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster ausgewogen
15.03.2026;Alstom S.A.;A0F7BK;1,802%;-0,084%;-4,840%;-;0%;Elektro;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;Deutsche Telekom AG;555750;2,663%;0,450%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,457%;-0,019%;-0,578%;24.05.2030;1,8750%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
15.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,036%;-0,007%;-0,350%;05.02.2027;5,0000%;Financials;Deutschland;Renten;ESG Muster ausgewogen
15.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,229%;-0,038%;-0,933%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
15.03.2026;E.ON SE;ENAG99;3,681%;0,693%;23,411%;-;0%;Versorger;Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,362%;-0,002%;-0,102%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
15.03.2026;First Solar Inc.;A0LEKM;2,583%;-0,753%;-22,858%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster ausgewogen
15.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;9,533%;0,293%;3,133%;-;0%;Index;Global;Aktien;ESG Muster ausgewogen
15.03.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,049%;-0,011%;-0,377%;03.09.2031;1,2500%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
15.03.2026;Intuitive Surgical Inc.;888024;1,661%;-0,276%;-14,299%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster ausgewogen
15.03.2026;Knorr-Bremse AG;KBX100;3,032%;0,125%;4,046%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;London Stock Exchange GroupPLC;A0JEJF;1,815%;-0,028%;-1,271%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;Microsoft Corp.;870747;2,363%;-0,448%;-15,925%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster ausgewogen
15.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,896%;-0,092%;-3,150%;-;0%;Chemie,Pharma;Global;Aktien;ESG Muster ausgewogen
15.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,371%;0,202%;9,209%;-;0%;Index;Japan;Aktien;ESG Muster ausgewogen
15.03.2026;Novartis AG;904278;2,549%;0,314%;13,952%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;Physical Gold ETC (Invesco);A1AA5X;11,776%;1,787%;17,827%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster ausgewogen
15.03.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;3,473%;0,004%;0,085%;26.11.2028;0,5000%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
15.03.2026;Schneider Electric SE;860180;2,934%;0,156%;5,577%;-;0%;Elektro;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;5,397%;0,121%;2,224%;-;0%;Index;Europa;Aktien;ESG Muster ausgewogen
15.03.2026;Unilever PLC Registered Shares LS-,035;A41NM1;2,725%;0,019%;0,535%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
15.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;6,992%;-0,382%;-5,207%;-;0%;Index;Nordamerika;Aktien;ESG Muster ausgewogen
;;;;;;;;;;;
