Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
15.09.2026; STOXX Europe 600 SRI ETF (SPDR);A2PPQZ;5,960%;EUR;-0,249%;-4,167%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster offensiv
15.09.2026;Allianz SE;840400;2,591%;EUR;0,414%;19,092%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;3,543%;EUR;-0,103%;-3,043%;12.01.2035;3,8750%;7,1555;4,3739%;Corporates;Deutschland;Renten;3;ESG Muster offensiv
15.09.2026;E.ON SE;ENAG99;3,160%;EUR;0,363%;11,100%;-;0%;-;-;Versorger;Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;Environmental Impact 100 ETF (Rize);A3CN9S;5,633%;USD;0,273%;10,998%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;5;ESG Muster offensiv
15.09.2026;First Solar Inc.;A0LEKM;3,686%;USD;-0,984%;-21,156%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster offensiv
15.09.2026;GE Vernova Inc.;A404PC;2,373%;USD;-0,572%;-19,693%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;ESG Muster offensiv
15.09.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;9,374%;USD;1,576%;19,171%;-;0%;-;-;Index;Global;Aktien;4;ESG Muster offensiv
15.09.2026;Intuitive Surgical Inc.;888024;2,038%;USD;-0,981%;-32,213%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;ESG Muster offensiv
15.09.2026;Japan Equity Active ETF (GS);A4135A;5,226%;JPY;-0,035%;-0,687%;-;0%;-;-;Index;Japan;Aktien;4;ESG Muster offensiv
15.09.2026;Johnson & Johnson;853260;2,067%;USD;0,033%;1,694%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster offensiv
15.09.2026;Knorr-Bremse AG;KBX100;3,434%;EUR;0,371%;11,287%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;London Stock Exchange GroupPLC;A0JEJF;1,644%;GBP;-0,086%;-5,747%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;Microsoft Corp.;870747;3,577%;USD;0,122%;5,115%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;ESG Muster offensiv
15.09.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,418%;EUR;0,109%;4,033%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;ESG Muster offensiv
15.09.2026;Novartis AG;904278;4,507%;CHF;0,279%;5,365%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;Physical Gold ETC (Invesco);A1AA5X;4,699%;EUR;-0,047%;-0,932%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;4;ESG Muster offensiv
15.09.2026;Procter & Gamble Co., The;852062;2,975%;USD;0,007%;0,232%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;ESG Muster offensiv
15.09.2026;Schneider Electric SE;860180;2,777%;EUR;0,484%;19,054%;-;0%;-;-;Elektro;Europa ohne Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;Semiconductor ETF (VanEck);A2QC5J;6,166%;EUR;3,843%;65,401%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;ESG Muster offensiv
15.09.2026;Siemens AG;723610;3,519%;EUR;0,384%;10,681%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;ESG Muster offensiv
15.09.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;9,309%;EUR;1,720%;22,580%;-;0%;-;-;Index;Europa;Aktien;4;ESG Muster offensiv
15.09.2026;US Equity Research Enhanced ETF (Fidelity);A2P0ZN;3,134%;USD;0,042%;1,416%;-;0%;-;-;Index;Nordamerika;Aktien;4;ESG Muster offensiv
;;;;;;;;;;;;;;;
