Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Airbus SE;938914;3,487%;-0,603%;-15,072%;-;0%;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Allianz SE;840400;4,421%;-0,433%;-9,321%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Alphabet Inc. A;A14Y6F;3,872%;0,120%;-0,726%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Apple Inc.;865985;3,010%;-0,169%;-5,426%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;ASML Holding N.V.;A1J4U4;3,352%;-0,292%;-8,258%;-;0%;Elektro;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Booking Holdings Inc.;A2JEXP;2,585%;-0,574%;-18,525%;-;0%;Dienstleistungen;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Coca-Cola Co.;850663;3,066%;0,049%;1,527%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Deutsche Telekom AG;555750;3,660%;0,620%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;E.ON SE;ENAG99;3,734%;0,705%;23,411%;-;0%;Versorger;Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Eli Lilly and Company;858560;3,768%;-0,222%;-5,818%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Ferrari N.V.;A2ACKK;2,058%;-0,183%;-8,537%;-;0%;Automobil;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Intuitive Surgical Inc.;888024;2,461%;-0,395%;-14,299%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;McDonalds Corp.;856958;2,589%;0,072%;2,810%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Mercadolibre Inc.;A0MYNP;2,409%;-0,417%;-14,728%;-;0%;Handel,Konsum;Emerging Markets;Aktien;Muster Dynamic cVV
15.03.2026;Meta Platforms Inc. A;A1JWVX;3,335%;-0,155%;-4,428%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Münchener Rückvers.-Ges. AG;843002;3,986%;-0,171%;-4,376%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Netflix Inc.;552484;4,228%;0,204%;4,493%;-;0%;Dienstleistungen;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Novartis AG;904278;3,600%;0,434%;13,952%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;NVIDIA Corp.;918422;4,258%;-0,033%;-0,645%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Philip Morris Internat. Inc.;A0NDBJ;4,166%;0,435%;11,958%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Rheinmetall AG;703000;3,539%;0,301%;2,671%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Samsung Electronics Co. Ltd. (GDRs);896360;3,877%;1,282%;32,338%;-;0%;Elektro;Asien;Aktien;Muster Dynamic cVV
15.03.2026;Schneider Electric SE;860180;2,357%;0,128%;5,577%;-;0%;Elektro;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Shell PLC;A3C99G;3,676%;0,198%;5,693%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;Siemens AG;723610;2,695%;-0,224%;-7,861%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;VINCI S.A.;867475;2,369%;-0,125%;-5,273%;-;0%;Bau,Baustoffe;Europa ohne Deutschland;Aktien;Muster Dynamic cVV
15.03.2026;VISA Inc.;A0NC7B;3,067%;-0,328%;-9,950%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Walmart Inc.;860853;4,546%;0,652%;16,974%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster Dynamic cVV
15.03.2026;Waste Management Inc.;893579;3,703%;0,375%;11,562%;-;0%;Versorger;Nordamerika;Aktien;Muster Dynamic cVV
;;;;;;;;;;;
