Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Airbus SE;938914;4,860%;-0,790%;-14,092%;-;0%;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;Comdirect 70
18.03.2026;Amazon.com Inc.;906866;3,601%;-0,263%;-6,875%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 70
18.03.2026;Bayer IHS 4 % 26.08.26;A351UZ;2,581%;0,012%;0,486%;26.08.2026;4,0000%;Corporates;Deutschland;Renten;Comdirect 70
18.03.2026;Belgien Staat 0,0 % 22.10.31;A287RJ;2,845%;-0,006%;-0,208%;22.10.2031;0%;Staat/ Governments;Europa ohne Deutschland;Renten;Comdirect 70
18.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;6,720%;-0,087%;-1,298%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Comdirect 70
18.03.2026;Deutsche Telekom AG;555750;6,412%;0,956%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;Comdirect 70
18.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;2,124%;-0,010%;-0,454%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;Comdirect 70
18.03.2026;Ferrari N.V.;A2ACKK;2,841%;-0,292%;-9,318%;-;0%;Automobil;Europa ohne Deutschland;Aktien;Comdirect 70
18.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;2,491%;-0,005%;-0,191%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;Comdirect 70
18.03.2026;Heidelberg Materials IHS 3,75 % 31.05.32 ;A30V5U;2,881%;-0,011%;-0,387%;31.05.2032;3,7500%;Corporates;Deutschland;Renten;Comdirect 70
18.03.2026;LVMH Moët Henn. L. Vuitton SE;853292;3,089%;-1,115%;-26,688%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Comdirect 70
18.03.2026;Microsoft Corp.;870747;4,432%;-0,906%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 70
18.03.2026;Münchener Rückvers.-Ges. AG;843002;5,548%;-0,245%;-4,198%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Comdirect 70
18.03.2026;NVIDIA Corp.;918422;5,925%;-0,057%;-0,965%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 70
18.03.2026;RCI Banque IHS 4,875 % 02.10.29;A3LNYD;2,048%;-0,007%;-0,352%;02.10.2029;4,8750%;Financials;Europa ohne Deutschland;Renten;Comdirect 70
18.03.2026;Rheinmetall AG;703000;3,500%;0,120%;3,443%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Comdirect 70
18.03.2026;Shell PLC;A3C99G;5,013%;1,074%;27,315%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Comdirect 70
18.03.2026;VW Green Bond IHS 3,875 % 10.09.30;A383ET;2,768%;-0,006%;-0,207%;10.09.2030;3,8750%;Corporates;Deutschland;Renten;Comdirect 70
18.03.2026;Walmart Inc.;860853;7,418%;0,811%;12,361%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 70
18.03.2026;XETRA Gold;A0S9GB;14,270%;2,171%;13,076%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Comdirect 70
;;;;;;;;;;;
