Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
19.08.2026;Allianz SE;840400;3,073%;EUR;0,187%;6,366%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
19.08.2026;Alphabet Inc. A;A14Y6F;3,828%;USD;0,420%;10,914%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;Amazon.com Inc.;906866;3,127%;USD;0,462%;15,842%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;Arista Networks Inc.;A40V33;3,103%;USD;1,472%;43,123%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;3,968%;EUR;0,022%;0,434%;26.05.2033;4,6250%;5,9626;3,9790%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
19.08.2026;Booking Holdings Inc.;A2JEXP;3,296%;USD;0,171%;6,689%;-;0%;-;-;Dienstleistungen;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;Deutsche Börse AG;581005;2,924%;EUR;0,654%;26,767%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
19.08.2026;Deutsche Börse IHS 3,25 % 24.03.31;A460QR;2,912%;EUR;-0,014%;-0,470%;24.03.2031;3,2500%;4,2928;3,3962%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
19.08.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;1,887%;EUR;0,030%;1,550%;05.02.2027;5,0000%;0,4630;3,8032%;Financials;Deutschland;Renten;3;Muster ausgewogen cVV
19.08.2026;Eli Lilly and Company;858560;3,776%;USD;0,638%;20,214%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;European Dividend ETF (Franklin);A2DTF2;3,343%;EUR;0,210%;6,071%;-;0%;-;-;Index;Europa;Aktien;3;Muster ausgewogen cVV
19.08.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;4,825%;USD;0,966%;23,442%;-;0%;-;-;Index;Global;Aktien;5;Muster ausgewogen cVV
19.08.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;3,922%;EUR;0,020%;0,444%;01.11.2028;2,0000%;2,1411;3,1612%;Financials;Nordamerika;Renten;3;Muster ausgewogen cVV
19.08.2026;Hochtief IHS 0,625 % 26.04.29;A3E5S0;2,931%;EUR;0,031%;0,971%;26.04.2029;0,6250%;2,6630;3,4192%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
19.08.2026;Japan Equity Active ETF (GS);A4135A;3,534%;JPY;0,150%;4,288%;-;0%;-;-;Index;Japan;Aktien;4;Muster ausgewogen cVV
19.08.2026;Linde plc;A3D7VW;2,680%;USD;0,375%;14,218%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster ausgewogen cVV
19.08.2026;McDonalds Corp.;856958;2,279%;USD;-0,547%;-18,623%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;Microsoft Corp.;870747;3,862%;USD;0,216%;1,311%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,999%;EUR;0,276%;9,982%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;Muster ausgewogen cVV
19.08.2026;MSCI World Momentum ESG  ETF (iShares);A3CUJS;3,854%;EUR;-0,106%;-2,605%;-;0%;-;-;Index;Global;Aktien;4;Muster ausgewogen cVV
19.08.2026;Münchener Rückvers.-Ges. AG;843002;2,779%;EUR;-0,133%;-4,146%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
19.08.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,540%;EUR;0,063%;1,655%;27.09.2030;4,2500%;3,7299;3,8290%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
19.08.2026;Semiconductor ETF (VanEck);A2QC5J;4,011%;EUR;3,247%;68,991%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;Muster ausgewogen cVV
19.08.2026;Siemens AG;723610;3,412%;EUR;0,570%;18,315%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster ausgewogen cVV
19.08.2026;SLB Ltd.;853390;2,740%;EUR;-0,137%;-4,547%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;VISA Inc.;A0NC7B;2,622%;USD;0,124%;5,273%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster ausgewogen cVV
19.08.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;2,610%;EUR;0,001%;-0,023%;16.01.2030;1,6250%;3,3114;3,6961%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
19.08.2026;XETRA Gold;A0S9GB;8,021%;EUR;0,369%;2,758%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Muster ausgewogen cVV
;;;;;;;;;;;;;;;
