Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Allianz SE;840400;2,169%;-0,191%;-8,169%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;Alphabet Inc. A;A14Y6F;5,408%;0,036%;0,682%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster ausgewogen
18.03.2026;Alstom S.A.;A0F7BK;1,851%;-0,041%;-2,520%;-;0%;Elektro;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;Deutsche Telekom AG;555750;2,607%;0,388%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,470%;-0,015%;-0,470%;24.05.2030;1,8750%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
18.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,046%;-0,003%;-0,161%;05.02.2027;5,0000%;Financials;Deutschland;Renten;ESG Muster ausgewogen
18.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,261%;-0,018%;-0,454%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
18.03.2026;E.ON SE;ENAG99;3,668%;0,671%;22,667%;-;0%;Versorger;Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,383%;0,010%;0,266%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
18.03.2026;First Solar Inc.;A0LEKM;2,603%;-0,740%;-22,455%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster ausgewogen
18.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;9,600%;0,333%;3,580%;-;0%;Index;Global;Aktien;ESG Muster ausgewogen
18.03.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,057%;-0,010%;-0,366%;03.09.2031;1,2500%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
18.03.2026;Intuitive Surgical Inc.;888024;1,679%;-0,263%;-13,619%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster ausgewogen
18.03.2026;Knorr-Bremse AG;KBX100;3,114%;0,197%;6,569%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;London Stock Exchange GroupPLC;A0JEJF;1,794%;-0,054%;-2,690%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;Microsoft Corp.;870747;2,337%;-0,479%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster ausgewogen
18.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,848%;-0,146%;-4,988%;-;0%;Chemie,Pharma;Global;Aktien;ESG Muster ausgewogen
18.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,331%;0,157%;7,096%;-;0%;Index;Japan;Aktien;ESG Muster ausgewogen
18.03.2026;Novartis AG;904278;2,501%;0,260%;11,495%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;Physical Gold ETC (Invesco);A1AA5X;11,333%;1,317%;13,089%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster ausgewogen
18.03.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;3,488%;0,009%;0,246%;26.11.2028;0,5000%;Corporates;Deutschland;Renten;ESG Muster ausgewogen
18.03.2026;Schneider Electric SE;860180;3,005%;0,218%;7,854%;-;0%;Elektro;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;5,522%;0,229%;4,308%;-;0%;Index;Europa;Aktien;ESG Muster ausgewogen
18.03.2026;Unilever PLC Registered Shares LS-,035;A41NM1;2,656%;-0,055%;-2,271%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;ESG Muster ausgewogen
18.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;7,084%;-0,311%;-4,215%;-;0%;Index;Nordamerika;Aktien;ESG Muster ausgewogen
;;;;;;;;;;;
