Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;Commerzbank IHS 0,5 % 04.12.26;CZ45VC;4,613%;0,019%;0,413%;04.12.2026;0,5000%;Financials;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Deutsche Post IHS 3,0 % 25.11.31;A460PH;4,021%;-0,057%;-1,422%;25.11.2031;3,0000%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Deutschland Green Bond 0 % 15.08.31;103073;4,271%;-0,021%;-0,497%;15.08.2031;0%;Staat/ Governments;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,628%;-0,031%;-0,861%;24.05.2030;1,8750%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,251%;-0,007%;-0,336%;05.02.2027;5,0000%;Financials;Deutschland;Renten;ESG Muster defensiv
19.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,666%;-0,031%;-0,679%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;4,550%;-0,002%;-0,058%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Fraport IHS 1,875 % 31.03.28;A3E5F0;3,580%;-0,012%;-0,336%;31.03.2028;1,8750%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;4,675%;0,067%;1,444%;-;0%;Index;Global;Aktien;ESG Muster defensiv
19.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;1,766%;-0,018%;-1,025%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;ESG Muster defensiv
19.03.2026;Grenke Finance IHS 5,75 % 06.07.29 ;A3LY39;3,001%;0,096%;3,318%;06.07.2029;5,7500%;Financials;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Heidelberg Materials Green Bond IHS 3,95 % 19.07.34;A383EX;3,661%;-0,015%;-0,420%;19.07.2034;3,9500%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;4,302%;-0,060%;-1,396%;03.09.2031;1,2500%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;iBonds Dec 2031 EUR Corp. ETF (iShares);A40MD5;3,404%;-0,014%;-0,428%;-;0%;Index;Europa;Renten;ESG Muster defensiv
19.03.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;3,966%;-0,085%;-2,145%;30.05.2031;3,7000%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,563%;0,238%;10,372%;-;0%;Index;Japan;Aktien;ESG Muster defensiv
19.03.2026;NordLB Green Bond IHS 4,875 % 11.07.28;NLB4RS;4,399%;-0,014%;-0,334%;11.07.2028;4,8750%;Financials;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Physical Gold ETC (Invesco);A1AA5X;10,981%;0,633%;6,253%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster defensiv
19.03.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;2,867%;-0,002%;-0,057%;26.11.2028;0,5000%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Siemens IHS 1,75 % 28.02.39;A2RYDQ;3,995%;-0,064%;-1,602%;28.02.2039;1,7500%;Corporates;Deutschland;Renten;ESG Muster defensiv
19.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;3,848%;0,159%;4,322%;-;0%;Index;Europa;Aktien;ESG Muster defensiv
19.03.2026;StoxxEuro.600 Paris Align.Clim. ETF (Frankl.);A2P5CM;4,391%;-0,022%;-0,542%;-;0%;Nachhaltigkeit;Europa;Aktien;ESG Muster defensiv
19.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;6,789%;-0,457%;-6,388%;-;0%;Index;Nordamerika;Aktien;ESG Muster defensiv
;;;;;;;;;;;
