Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
19.03.2026;AbbVie Inc.;A1J84E;3,520%;-0,322%;-8,494%;-;0%;Chemie,Pharma;Nordamerika;Aktien;ESG Muster Defensiv Plus
19.03.2026;Allianz SE;840400;2,225%;-0,230%;-9,552%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;Commerzbank IHS 0,5 % 04.12.26;CZ45VC;4,493%;0,018%;0,413%;04.12.2026;0,5000%;Financials;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Deutsche Telekom AG;555750;2,643%;0,361%;16,233%;-;0%;Informationstechnologie;Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;Deutschland Green Bond 0 % 15.08.31;103073;4,148%;-0,020%;-0,497%;15.08.2031;0%;Staat/ Governments;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Dt. Bahn IHS 1,875 % 24.05.30;A30VH4;3,569%;-0,030%;-0,861%;24.05.2030;1,8750%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;2,150%;-0,007%;-0,336%;05.02.2027;5,0000%;Financials;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;2,570%;-0,017%;-0,679%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;E.ON SE;ENAG99;3,742%;0,605%;19,659%;-;0%;Versorger;Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;EnBW Green Bond IHS 4,3 % 23.05.34;A3LREF;3,555%;-0,002%;-0,058%;23.05.2034;4,3000%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;8,707%;0,125%;1,444%;-;0%;Index;Global;Aktien;ESG Muster Defensiv Plus
19.03.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;1,752%;-0,018%;-1,025%;01.11.2028;2,0000%;Financials;Nordamerika;Renten;ESG Muster Defensiv Plus
19.03.2026;Heidelberg Materials Green Bond IHS 3,95 % 19.07.34;A383EX;3,743%;-0,015%;-0,420%;19.07.2034;3,9500%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Hochtief IHS 1,25 % 03.09.31;A2YN2V;3,174%;-0,044%;-1,396%;03.09.2031;1,2500%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Knorr-Bremse AG;KBX100;3,054%;0,019%;0,578%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;London Stock Exchange GroupPLC;A0JEJF;1,470%;-0,042%;-2,736%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;Mercedes-Benz Green Bond IHS 3,7 % 30.05.31;A3LH6U;4,029%;-0,087%;-2,164%;30.05.2031;3,7000%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Microsoft Corp.;870747;2,362%;-0,524%;-18,459%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster Defensiv Plus
19.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;2,484%;0,230%;10,372%;-;0%;Index;Japan;Aktien;ESG Muster Defensiv Plus
19.03.2026;Novartis AG;904278;2,359%;0,183%;8,545%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;Physical Gold ETC (Invesco);A1AA5X;10,937%;0,636%;6,253%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster Defensiv Plus
19.03.2026;RWE Green Bond IHS 0,5 % 26.11.28;A3MP70;4,533%;-0,002%;-0,057%;26.11.2028;0,5000%;Corporates;Deutschland;Renten;ESG Muster Defensiv Plus
19.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;4,534%;0,186%;4,322%;-;0%;Index;Europa;Aktien;ESG Muster Defensiv Plus
19.03.2026;Unilever PLC Registered Shares LS-,035;A41NM1;2,684%;-0,136%;-4,902%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;ESG Muster Defensiv Plus
19.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;7,205%;-0,481%;-6,388%;-;0%;Index;Nordamerika;Aktien;ESG Muster Defensiv Plus
;;;;;;;;;;;
