Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;Allianz SE;840400;4,234%;-0,360%;-8,169%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Alphabet Inc. A;A14Y6F;4,229%;0,022%;0,682%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Amazon.com Inc.;906866;3,066%;-0,229%;-6,875%;-;0%;Handel,Konsum;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;American Electric Power Co.Inc;850222;3,555%;0,482%;16,314%;-;0%;Versorger;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;AstraZeneca PLC;886455;2,688%;-0,109%;-3,938%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Barclays plc;850403;3,477%;-0,594%;-15,505%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;BBVA;875773;3,301%;-0,331%;-9,432%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Broadcom Inc.;A2JG9Z;3,632%;-0,236%;-6,385%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Eli Lilly and Company;858560;3,801%;-0,524%;-12,519%;-;0%;Chemie,Pharma;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Engie S.A.;A0ER6Q;4,489%;0,837%;23,516%;-;0%;Versorger;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Ferrari N.V.;A2ACKK;2,640%;-0,253%;-9,318%;-;0%;Automobil;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Hermes International S.C.A.;886670;3,172%;-0,445%;-12,842%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Hitachi Ltd.;853219;3,412%;-0,250%;-7,333%;-;0%;Elektro;Asien;Aktien;Muster FFPB Pro
18.03.2026;Holcim Ltd.;869898;3,313%;-0,564%;-14,917%;-;0%;Bau,Baustoffe;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Howmet Aerospace Inc.;A2PZ2D;4,410%;1,047%;20,842%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;HSBC Holdings PLC;923893;3,890%;0,131%;3,817%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Kering S.A.;851223;2,948%;-0,643%;-18,735%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Lam Research Corp.;A40L1V;2,830%;0,279%;10,820%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Mercadolibre Inc.;A0MYNP;2,721%;-0,435%;-14,064%;-;0%;Handel,Konsum;Emerging Markets;Aktien;Muster FFPB Pro
18.03.2026;Micron Technology Inc.;869020;5,577%;2,337%;65,717%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Microsoft Corp.;870747;2,230%;-0,439%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Mitsubishi UFJ Financial Group;657892;2,801%;-0,006%;-0,201%;-;0%;Banken,Versicherer,Finanzdienstl.;Japan;Aktien;Muster FFPB Pro
18.03.2026;Münchener Rückvers.-Ges. AG;843002;3,908%;-0,159%;-4,198%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Muster FFPB Pro
18.03.2026;NVIDIA Corp.;918422;3,599%;-0,026%;-0,965%;-;0%;Informationstechnologie;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Rio Tinto PLC;852147;2,484%;-0,068%;-2,705%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Siemens AG;723610;2,690%;-0,473%;-15,594%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Muster FFPB Pro
18.03.2026;TE Connectivity PLC;A40R4H;3,205%;-0,402%;-11,665%;-;0%;Elektro;Europa ohne Deutschland;Aktien;Muster FFPB Pro
18.03.2026;Welltower Inc.;A1409D;3,886%;0,511%;15,427%;-;0%;Immobilien-Aktien/Fonds;Nordamerika;Aktien;Muster FFPB Pro
18.03.2026;Wheaton Precious Metals Corp.;A2DRBP;1,946%;-0,054%;-2,534%;-;0%;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;Muster FFPB Pro
;;;;;;;;;;;
