Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
20.07.2026;Allianz SE;840400;3,597%;EUR;0,092%;2,675%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;Alphabet Inc. A;A14Y6F;4,767%;USD;0,695%;15,890%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;Amazon.com Inc.;906866;4,156%;USD;0,461%;11,471%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;Arista Networks Inc.;A40V33;4,599%;USD;1,155%;33,024%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;Booking Holdings Inc.;A2JEXP;3,297%;USD;-0,324%;-8,023%;-;0%;-;-;Dienstleistungen;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;Deutsche Börse AG;581005;3,211%;EUR;0,486%;16,568%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;Eli Lilly and Company;858560;4,134%;USD;0,368%;10,193%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;European Dividend ETF (Franklin);A2DTF2;3,923%;EUR;0,239%;6,027%;-;0%;-;-;Index;Europa;Aktien;3;Muster offensiv cVV
20.07.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;5,257%;USD;0,674%;14,260%;-;0%;-;-;Index;Global;Aktien;5;Muster offensiv cVV
20.07.2026;Intuitive Surgical Inc.;888024;1,804%;USD;-1,011%;-35,819%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;Japan Equity Active ETF (GS);A4135A;4,981%;JPY;-0,058%;-1,231%;-;0%;-;-;Index;Japan;Aktien;4;Muster offensiv cVV
20.07.2026;Linde plc;A3D7VW;4,265%;USD;0,868%;24,388%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;McDonalds Corp.;856958;2,810%;USD;-0,577%;-16,669%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;Microsoft Corp.;870747;3,914%;USD;-0,465%;-13,908%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,438%;EUR;0,142%;4,452%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;Muster offensiv cVV
20.07.2026;Münchener Rückvers.-Ges. AG;843002;4,003%;EUR;-0,167%;-3,773%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;Rheinmetall AG;703000;3,435%;EUR;-0,631%;-19,634%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;Samsung Electronics Co. Ltd. (GDRs);896360;2,512%;EUR;-0,545%;-18,167%;-;0%;-;-;Elektro;Asien;Aktien;5;Muster offensiv cVV
20.07.2026;Semiconductor ETF (VanEck);A2QC5J;4,827%;EUR;4,281%;75,381%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;Muster offensiv cVV
20.07.2026;Siemens AG;723610;3,918%;EUR;0,484%;13,396%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;Siemens Energy AG;ENER6Y;2,743%;EUR;-0,308%;-10,275%;-;0%;-;-;Versorger;Deutschland;Aktien;5;Muster offensiv cVV
20.07.2026;SLB Ltd.;853390;2,960%;EUR;-0,500%;-14,692%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;VISA Inc.;A0NC7B;3,722%;USD;0,201%;6,260%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster offensiv cVV
20.07.2026;XETRA Gold;A0S9GB;5,875%;EUR;-0,337%;-6,006%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Muster offensiv cVV
;;;;;;;;;;;;;;;
