Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
18.03.2026;3M Co.;851745;3,508%;-0,269%;-7,201%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Comdirect 100
18.03.2026;Airbus SE;938914;4,891%;-0,782%;-14,092%;-;0%;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;Comdirect 100
18.03.2026;Alphabet Inc. A;A14Y6F;7,709%;0,053%;0,682%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 100
18.03.2026;Berkshire Hathaway Inc. B;A0YJQ2;6,106%;-0,078%;-1,298%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Comdirect 100
18.03.2026;Deutsche Telekom AG;555750;4,509%;0,658%;17,643%;-;0%;Informationstechnologie;Deutschland;Aktien;Comdirect 100
18.03.2026;Ferrari N.V.;A2ACKK;2,057%;-0,209%;-9,318%;-;0%;Automobil;Europa ohne Deutschland;Aktien;Comdirect 100
18.03.2026;Intuitive Surgical Inc.;888024;3,408%;-0,521%;-13,619%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;Comdirect 100
18.03.2026;LVMH Moët Henn. L. Vuitton SE;853292;3,100%;-1,098%;-26,688%;-;0%;Handel,Konsum;Europa ohne Deutschland;Aktien;Comdirect 100
18.03.2026;Mercadolibre Inc.;A0MYNP;2,680%;-0,427%;-14,064%;-;0%;Handel,Konsum;Emerging Markets;Aktien;Comdirect 100
18.03.2026;Meta Platforms Inc. A;A1JWVX;4,246%;-0,194%;-4,477%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 100
18.03.2026;Microsoft Corp.;870747;4,223%;-0,845%;-17,064%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 100
18.03.2026;Münchener Rückvers.-Ges. AG;843002;6,269%;-0,273%;-4,198%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;Comdirect 100
18.03.2026;NVIDIA Corp.;918422;6,720%;-0,063%;-0,965%;-;0%;Informationstechnologie;Nordamerika;Aktien;Comdirect 100
18.03.2026;Philip Morris Internat. Inc.;A0NDBJ;6,071%;0,323%;6,071%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 100
18.03.2026;Rheinmetall AG;703000;2,193%;0,074%;3,443%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;Comdirect 100
18.03.2026;Shell PLC;A3C99G;5,130%;1,081%;27,315%;-;0%;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;Comdirect 100
18.03.2026;VISA Inc.;A0NC7B;2,394%;-0,338%;-12,687%;-;0%;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;Comdirect 100
18.03.2026;Walmart Inc.;860853;8,607%;0,916%;12,361%;-;0%;Handel,Konsum;Nordamerika;Aktien;Comdirect 100
18.03.2026;Waste Management Inc.;893579;4,411%;0,355%;8,969%;-;0%;Versorger;Nordamerika;Aktien;Comdirect 100
18.03.2026;XETRA Gold;A0S9GB;9,183%;1,040%;13,076%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;Comdirect 100
;;;;;;;;;;;
