Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
20.07.2026;3M Co.;851745;3,775%;USD;0,125%;3,314%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Airbus SE;938914;5,377%;EUR;-0,055%;-1,399%;-;0%;-;-;Prod. Gew. & Industrie;Europa ohne Deutschland;Aktien;5;Comdirect 100
20.07.2026;Alphabet Inc. A;A14Y6F;4,517%;USD;1,552%;15,891%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Apple Inc.;865985;3,150%;USD;0,234%;7,840%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Berkshire Hathaway Inc. B;A0YJQ2;6,075%;USD;0,045%;0,589%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Deutsche Telekom AG;555750;3,665%;EUR;0,030%;1,050%;-;0%;-;-;Informationstechnologie;Deutschland;Aktien;5;Comdirect 100
20.07.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;10,164%;USD;0,356%;3,554%;-;0%;-;-;Index;Global;Aktien;4;Comdirect 100
20.07.2026;Intuitive Surgical Inc.;888024;2,472%;USD;-1,375%;-35,819%;-;0%;-;-;Prod. Gew. & Industrie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;LVMH Moët Henn. L. Vuitton SE;853292;3,153%;EUR;-0,903%;-22,362%;-;0%;-;-;Handel,Konsum;Europa ohne Deutschland;Aktien;5;Comdirect 100
20.07.2026;Mercadolibre Inc.;A0MYNP;2,850%;USD;-0,168%;-6,368%;-;0%;-;-;Handel,Konsum;Emerging Markets;Aktien;5;Comdirect 100
20.07.2026;Meta Platforms Inc. A;A1JWVX;4,370%;USD;0,071%;0,900%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Microsoft Corp.;870747;4,255%;USD;-0,674%;-13,991%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Münchener Rückvers.-Ges. AG;843002;5,870%;EUR;-0,224%;-3,777%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Comdirect 100
20.07.2026;NVIDIA Corp.;918422;4,759%;USD;0,991%;12,334%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Philip Morris Internat. Inc.;A0NDBJ;6,910%;USD;1,431%;25,866%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Rheinmetall AG;703000;1,316%;EUR;-0,733%;-35,738%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Comdirect 100
20.07.2026;Shell PLC;A3C99G;4,741%;GBP;0,894%;22,662%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Europa ohne Deutschland;Aktien;5;Comdirect 100
20.07.2026;VISA Inc.;A0NC7B;2,833%;USD;0,182%;6,258%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Walmart Inc.;860853;4,721%;USD;0,453%;4,286%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;Waste Management Inc.;893579;4,425%;USD;0,523%;12,935%;-;0%;-;-;Versorger;Nordamerika;Aktien;5;Comdirect 100
20.07.2026;XETRA Gold;A0S9GB;7,452%;EUR;-0,498%;-6,006%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Comdirect 100
;;;;;;;;;;;;;;;
