Auswertungsdatum;Wertpapier;WKN;Gewicht;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Segment;Region;Gattung;Portfolio Name
15.03.2026;Allianz SE;840400;2,198%;-0,222%;-9,321%;-;0%;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;ESG Muster offensiv
15.03.2026;Deutsche Telekom AG;555750;3,446%;0,579%;20,499%;-;0%;Informationstechnologie;Deutschland;Aktien;ESG Muster offensiv
15.03.2026;E.ON Green Bond IHS 3,875 % 12.01.35;A30V8B;4,000%;-0,035%;-0,933%;12.01.2035;3,8750%;Corporates;Deutschland;Renten;ESG Muster offensiv
15.03.2026;E.ON SE;ENAG99;3,852%;0,721%;23,411%;-;0%;Versorger;Deutschland;Aktien;ESG Muster offensiv
15.03.2026;Environmental Impact 100 ETF (Rize);A3CN9S;3,808%;0,258%;7,176%;-;0%;Nachhaltigkeit;Global;Aktien;ESG Muster offensiv
15.03.2026;First Solar Inc.;A0LEKM;3,841%;-1,114%;-22,858%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster offensiv
15.03.2026;Global Active ESG Equity ETF (Invesco);A2PHJT;8,639%;0,265%;3,133%;-;0%;Index;Global;Aktien;ESG Muster offensiv
15.03.2026;Intuitive Surgical Inc.;888024;2,743%;-0,455%;-14,299%;-;0%;Prod. Gew. & Industrie;Nordamerika;Aktien;ESG Muster offensiv
15.03.2026;Knorr-Bremse AG;KBX100;3,485%;0,144%;4,046%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster offensiv
15.03.2026;London Stock Exchange GroupPLC;A0JEJF;1,854%;-0,030%;-1,271%;-;0%;Banken,Versicherer,Finanzdienstl.;Europa ohne Deutschland;Aktien;ESG Muster offensiv
15.03.2026;Microsoft Corp.;870747;3,060%;-0,578%;-15,925%;-;0%;Informationstechnologie;Nordamerika;Aktien;ESG Muster offensiv
15.03.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;3,389%;-0,107%;-3,150%;-;0%;Chemie,Pharma;Global;Aktien;ESG Muster offensiv
15.03.2026;Nikkei 225 ETF Acc. (iShares);A0YEDQ;4,326%;0,368%;9,209%;-;0%;Index;Japan;Aktien;ESG Muster offensiv
15.03.2026;Novartis AG;904278;5,350%;0,658%;13,952%;-;0%;Chemie,Pharma;Europa ohne Deutschland;Aktien;ESG Muster offensiv
15.03.2026;Physical Gold ETC (Invesco);A1AA5X;5,952%;0,897%;17,827%;-;0%;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;ESG Muster offensiv
15.03.2026;Schneider Electric SE;860180;2,664%;0,142%;5,577%;-;0%;Elektro;Europa ohne Deutschland;Aktien;ESG Muster offensiv
15.03.2026;Semiconductor ETF (VanEck);A2QC5J;6,789%;0,746%;12,235%;-;0%;Nachhaltigkeit;Global;Aktien;ESG Muster offensiv
15.03.2026;Siemens AG;723610;3,191%;-0,261%;-7,861%;-;0%;Prod. Gew. & Industrie;Deutschland;Aktien;ESG Muster offensiv
15.03.2026;Stoxx Europe Select Dividend 30 ETF (Amundi);LYX0Y9;8,267%;0,137%;2,224%;-;0%;Index;Europa;Aktien;ESG Muster offensiv
15.03.2026;StoxxEuro.600 Paris Align.Clim. ETF (Frankl.);A2P5CM;6,223%;-0,005%;-0,229%;-;0%;Nachhaltigkeit;Europa;Aktien;ESG Muster offensiv
15.03.2026;US Growth Equity Active ETF (JPM);A3EW6K;4,772%;-0,260%;-5,207%;-;0%;Index;Nordamerika;Aktien;ESG Muster offensiv
;;;;;;;;;;;
