Auswertungsdatum;Wertpapier;WKN;Gewicht;Währung;Performancebeitrag;WP-Performance;Fälligkeit;Kupon;Duration;Rendite;Segment;Region;Gattung;Marktrisikowert;Portfolio Name
15.09.2026;Allianz SE;840400;3,189%;EUR;0,233%;7,969%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
15.09.2026;Alphabet Inc. A;A14Y6F;3,963%;USD;0,473%;12,333%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;Amazon.com Inc.;906866;3,022%;USD;0,295%;9,553%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;Arista Networks Inc.;A40V33;3,319%;USD;1,625%;49,809%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;Bayer IHS 4,625 % 26.05.33 ;A351U1;3,971%;EUR;-0,058%;-1,660%;26.05.2033;4,6250%;5,8840;4,4064%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
15.09.2026;Booking Holdings Inc.;A2JEXP;2,742%;USD;-0,434%;-13,156%;-;0%;-;-;Dienstleistungen;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;Deutsche Börse AG;581005;2,970%;EUR;0,633%;25,948%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
15.09.2026;Deutsche Börse IHS 3,25 % 24.03.31;A460QR;2,933%;EUR;-0,056%;-1,926%;24.03.2031;3,2500%;4,2175;3,8195%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
15.09.2026;Dt. Pfandbriefbk. Green Bond IHS 5 % 05.02.27;A30WF8;1,936%;EUR;0,037%;1,908%;05.02.2027;5,0000%;0,3890;3,6010%;Financials;Deutschland;Renten;3;Muster ausgewogen cVV
15.09.2026;Eli Lilly and Company;858560;3,466%;USD;0,256%;7,956%;-;0%;-;-;Chemie,Pharma;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;European Dividend ETF (Franklin);A2DTF2;3,416%;EUR;0,209%;6,031%;-;0%;-;-;Index;Europa;Aktien;3;Muster ausgewogen cVV
15.09.2026;Future of Defence UCITS ETF (HanETF);A3EB9T;4,604%;USD;0,647%;15,239%;-;0%;-;-;Index;Global;Aktien;5;Muster ausgewogen cVV
15.09.2026;Goldman Sachs IHS 2 % 01.11.28;A19340;3,985%;EUR;-0,003%;-0,158%;01.11.2028;2,0000%;2,0670;3,5770%;Financials;Nordamerika;Renten;3;Muster ausgewogen cVV
15.09.2026;Hochtief IHS 0,625 % 26.04.29;A3E5S0;2,968%;EUR;0,004%;0,006%;26.04.2029;0,6250%;2,5890;3,9031%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
15.09.2026;Japan Equity Active ETF (GS);A4135A;3,630%;JPY;0,167%;4,799%;-;0%;-;-;Index;Japan;Aktien;4;Muster ausgewogen cVV
15.09.2026;Linde plc;A3D7VW;2,668%;USD;0,305%;11,226%;-;0%;-;-;Chemie,Pharma;Europa ohne Deutschland;Aktien;5;Muster ausgewogen cVV
15.09.2026;McDonalds Corp.;856958;2,228%;USD;-0,644%;-22,162%;-;0%;-;-;Handel,Konsum;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;Microsoft Corp.;870747;4,101%;USD;0,365%;5,242%;-;0%;-;-;Informationstechnologie;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;MSCI World Healthcare ETF (Xtrackers);A113FD;2,961%;EUR;0,176%;6,249%;-;0%;-;-;Chemie,Pharma;Global;Aktien;4;Muster ausgewogen cVV
15.09.2026;MSCI World Momentum ESG  ETF (iShares);A3CUJS;3,849%;EUR;-0,193%;-4,844%;-;0%;-;-;Index;Global;Aktien;4;Muster ausgewogen cVV
15.09.2026;Münchener Rückvers.-Ges. AG;843002;2,831%;EUR;-0,142%;-4,481%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Deutschland;Aktien;5;Muster ausgewogen cVV
15.09.2026;Porsche IHS 4,25 % 27.09.30;A351SX;3,564%;EUR;0,011%;0,135%;27.09.2030;4,2500%;3,6543;4,3392%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
15.09.2026;Semiconductor ETF (VanEck);A2QC5J;4,013%;EUR;3,170%;65,401%;-;0%;-;-;Nachhaltigkeit;Global;Aktien;6;Muster ausgewogen cVV
15.09.2026;Siemens AG;723610;3,262%;EUR;0,358%;10,681%;-;0%;-;-;Prod. Gew. & Industrie;Deutschland;Aktien;5;Muster ausgewogen cVV
15.09.2026;SLB Ltd.;853390;2,848%;EUR;-0,092%;-2,958%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;VISA Inc.;A0NC7B;2,787%;USD;0,229%;9,478%;-;0%;-;-;Banken,Versicherer,Finanzdienstl.;Nordamerika;Aktien;5;Muster ausgewogen cVV
15.09.2026;VW IHS 1,625 % 16.01.30;A1ZUTM;2,625%;EUR;-0,040%;-1,637%;16.01.2030;1,6250%;3,2371;4,3059%;Corporates;Deutschland;Renten;3;Muster ausgewogen cVV
15.09.2026;XETRA Gold;A0S9GB;7,913%;EUR;0,094%;-0,831%;-;0%;-;-;Eisen,Stahl,Rohstoffe;Sonstige Regionen;Edelmetalle;5;Muster ausgewogen cVV
;;;;;;;;;;;;;;;
