Portfolio Name;Datum;Performance [%] (Intervall);Performance (Intervall);Performance [%] (kumuliert);Performance (kumuliert);Benchmark Performance [%] (Intervall);Währung
Comdirect 70;15.04.2024;-0,0048795760;-4.913,77;0,0020934607;2.093,46;-0,002722293;EUR
Comdirect 70;16.04.2024;-0,0029144636;-2.920,56;-0,0008271042;-827,10;-0,006344343;EUR
Comdirect 70;17.04.2024;-0,0015312047;-1.529,94;-0,0023570425;-2.357,04;-0,001248327;EUR
Comdirect 70;18.04.2024;0,0005556076;554,30;-0,0018027445;-1.802,74;0,000149916;EUR
Comdirect 70;19.04.2024;-0,0045667513;-4.558,52;-0,0063612631;-6.361,26;-0,003765287;EUR
Comdirect 70;20.04.2024;0,0000153352;15,24;-0,0063460255;-6.346,03;0;EUR
Comdirect 70;21.04.2024;0,0000153349;15,24;-0,0063307879;-6.330,79;0;EUR
Comdirect 70;22.04.2024;0,0024922507;2.476,47;-0,0038543151;-3.854,32;0,004512719;EUR
Comdirect 70;23.04.2024;0,0025298712;2.520,12;-0,0013341948;-1.334,19;0,005553498;EUR
Comdirect 70;24.04.2024;-0,0018835471;-1.881,03;-0,0032152289;-3.215,23;-0,002111135;EUR
Comdirect 70;25.04.2024;-0,0079231414;-7.897,67;-0,0111128955;-11.112,90;-0,005446043;EUR
Comdirect 70;26.04.2024;0,0056940531;5.630,78;-0,0054821198;-5.482,12;0,007399564;EUR
Comdirect 70;27.04.2024;0,0000153140;15,23;-0,0054668898;-5.466,89;0;EUR
Comdirect 70;28.04.2024;0,0000153138;15,23;-0,0054516597;-5.451,66;0;EUR
Comdirect 70;29.04.2024;-0,0024999773;-2.486,35;-0,0079380080;-7.938,01;0,000158776;EUR
Comdirect 70;30.04.2024;-0,0047605981;-4.722,81;-0,0126608164;-12.660,82;-0,007297006;EUR
Comdirect 70;01.05.2024;-0,0024170582;-2.386,46;-0,0150472726;-15.047,27;-0,000642196;EUR
Comdirect 70;02.05.2024;-0,0029418782;-2.897,61;-0,0179448837;-17.944,88;0,001189361;EUR
Comdirect 70;03.05.2024;0,0023049217;2.263,56;-0,0156813235;-15.681,32;0,004230063;EUR
Comdirect 70;04.05.2024;0,0000154592;15,22;-0,0156661067;-15.666,11;0;EUR
Comdirect 70;05.05.2024;0,0000154590;15,22;-0,0156508899;-15.650,89;0;EUR
Comdirect 70;06.05.2024;0,0068914113;6.783,55;-0,0088673353;-8.867,34;0,004529447;EUR
Comdirect 70;07.05.2024;0,0049594383;4.915,46;-0,0039518740;-3.951,87;0,004848498;EUR
Comdirect 70;08.05.2024;0,0053296211;5.308,56;0,0013566851;1.356,69;0,000527210;EUR
Comdirect 70;09.05.2024;0,0014033512;1.405,26;0,0027619401;2.761,94;0,001008805;EUR
Comdirect 70;10.05.2024;0,0052751757;5.289,75;0,0080516856;8.051,69;0,001961798;EUR
Comdirect 70;11.05.2024;0,0000150935;15,21;0,0080669006;8.066,90;0;EUR
Comdirect 70;12.05.2024;0,0000150932;15,21;0,0080821156;8.082,12;0;EUR
Comdirect 70;13.05.2024;-0,0045686391;-4.605,56;0,0034765522;3.476,55;-0,000693259;EUR
Comdirect 70;14.05.2024;0,0014309151;1.435,89;0,0049124419;4.912,44;-0,000083878;EUR
Comdirect 70;15.05.2024;0,0034247435;3.441,57;0,0083540093;8.354,01;0,005482074;EUR
Comdirect 70;16.05.2024;-0,0010120453;-1.020,50;0,0073335093;7.333,51;-0,002139372;EUR
Comdirect 70;17.05.2024;-0,0004755546;-479,04;0,0068544672;6.854,47;-0,001775503;EUR
Comdirect 70;18.05.2024;0,0000150924;15,20;0,0068696631;6.869,66;0;EUR
Comdirect 70;19.05.2024;0,0000150922;15,20;0,0068848590;6.884,86;0;EUR
Comdirect 70;20.05.2024;0,0035257640;3.550,04;0,0104348974;10.434,90;0,000735355;EUR
Comdirect 70;21.05.2024;0,0022530739;2.276,58;0,0127114819;12.711,48;-0,000319820;EUR
Comdirect 70;22.05.2024;-0,0025150249;-2.546,99;0,0101644873;10.164,49;-0,002094668;EUR
Comdirect 70;23.05.2024;-0,0039495081;-3.989,65;0,0061748345;6.174,83;-0,002461379;EUR
Comdirect 70;24.05.2024;-0,0010220509;-1.028,36;0,0051464726;5.146,47;0,001203013;EUR
Comdirect 70;25.05.2024;0,0000151223;15,20;0,0051616727;5.161,67;0;EUR
Comdirect 70;26.05.2024;0,0000151220;15,20;0,0051768728;5.176,87;0;EUR
Comdirect 70;27.05.2024;0,0018352288;1.844,73;0,0070216024;7.021,60;0,002142028;EUR
Comdirect 70;28.05.2024;0,0000468350;47,16;0,0070687662;7.068,77;-0,002279448;EUR
Comdirect 70;29.05.2024;-0,0046537871;-4.686,68;0,0023820826;2.382,08;-0,006017656;EUR
Comdirect 70;30.05.2024;-0,0021256060;-2.130,67;0,0002514132;251,41;-0,000215508;EUR
Comdirect 70;31.05.2024;0,0010524243;1.052,69;0,0013041021;1.304,10;0,001913685;EUR
Comdirect 70;01.06.2024;0,0000151808;15,20;0,0013193027;1.319,30;0;EUR
Comdirect 70;02.06.2024;0,0000151806;15,20;0,0013345033;1.334,50;0;EUR
Comdirect 70;03.06.2024;0,0021333952;2.136,24;0,0034707455;3.470,75;0,002746399;EUR
Comdirect 70;04.06.2024;-0,0014027639;-1.407,63;0,0020631130;2.063,11;-0,001647860;EUR
Comdirect 70;05.06.2024;0,0098602737;9.880,62;0,0119437295;11.943,73;0,007062394;EUR
Comdirect 70;06.06.2024;0,0025360031;2.566,29;0,0145100220;14.510,02;0,000929652;EUR
Comdirect 70;07.06.2024;-0,0028088942;-2.849,65;0,0116603707;11.660,37;-0,001704358;EUR
Comdirect 70;08.06.2024;0,0000150338;15,21;0,0116755797;11.675,58;0;EUR
Comdirect 70;09.06.2024;0,0000150335;15,21;0,0116907888;11.690,79;0;EUR
Comdirect 70;10.06.2024;0,0000356413;36,06;0,0117268468;11.726,85;-0,000298631;EUR
Comdirect 70;11.06.2024;0,0000867113;87,73;0,0118145750;11.814,58;-0,001261753;EUR
Comdirect 70;12.06.2024;0,0032996468;3.338,63;0,0151532058;15.153,21;0,005067547;EUR
Comdirect 70;13.06.2024;0,0019444282;1.973,89;0,0171270982;17.127,10;-0,003301996;EUR
Comdirect 70;14.06.2024;0,0058902279;5.991,11;0,0231182086;23.118,21;-0,000854956;EUR
Comdirect 70;15.06.2024;0,0000148835;15,23;0,0231334362;23.133,44;0;EUR
Comdirect 70;16.06.2024;0,0000148833;15,23;0,0231486638;23.148,66;0;EUR
Comdirect 70;17.06.2024;-0,0024207132;-2.476,75;0,0206719144;20.671,91;0,001409956;EUR
Comdirect 70;18.06.2024;0,0054075406;5.519,32;0,0261912392;26.191,24;0,002632562;EUR
Comdirect 70;19.06.2024;-0,0014570353;-1.495,20;0,0246960424;24.696,04;-0,001565957;EUR
Comdirect 70;20.06.2024;0,0023328687;2.390,48;0,0270865237;27.086,52;0,002883198;EUR
Comdirect 70;21.06.2024;-0,0019657640;-2.019,01;0,0250675140;25.067,51;-0,000913503;EUR
Comdirect 70;22.06.2024;0,0000148579;15,23;0,0250827444;25.082,74;0;EUR
Comdirect 70;23.06.2024;0,0000148577;15,23;0,0250979748;25.097,97;0;EUR
Comdirect 70;24.06.2024;-0,0021584935;-2.212,67;0,0228853075;22.885,31;0,000956817;EUR
Comdirect 70;25.06.2024;0,0001031325;105,49;0,0229908002;22.990,80;0,000932493;EUR
Comdirect 70;26.06.2024;-0,0016112194;-1.648,26;0,0213425376;21.342,54;-0,001146089;EUR
Comdirect 70;27.06.2024;-0,0013327304;-1.361,17;0,0199813633;19.981,36;-0,001039623;EUR
Comdirect 70;28.06.2024;-0,0046190738;-4.711,37;0,0152699941;15.269,99;-0,001703250;EUR
Comdirect 70;29.06.2024;0,0000149982;15,23;0,0152852213;15.285,22;0;EUR
Comdirect 70;30.06.2024;0,0000149980;15,23;0,0153004485;15.300,45;0;EUR
Comdirect 70;01.07.2024;0,0000286442;29,08;0,0153295310;15.329,53;0,000214797;EUR
Comdirect 70;02.07.2024;-0,0005776832;-586,54;0,0147429922;14.742,99;-0,000114506;EUR
Comdirect 70;03.07.2024;-0,0006040884;-612,99;0,0141299978;14.130,00;0,004475085;EUR
Comdirect 70;04.07.2024;0,0005707011;578,77;0,0147087629;14.708,76;0,000914307;EUR
Comdirect 70;05.07.2024;0,0050171412;5.090,94;0,0197997001;19.799,70;0,001149783;EUR
Comdirect 70;06.07.2024;0,0000149063;15,20;0,0198149015;19.814,90;0;EUR
Comdirect 70;07.07.2024;0,0000149061;15,20;0,0198301029;19.830,10;0;EUR
Comdirect 70;08.07.2024;0,0038717917;3.948,57;0,0237786727;23.778,67;-0,000097865;EUR
Comdirect 70;09.07.2024;-0,0030678073;-3.140,76;0,0206379170;20.637,92;-0,003781375;EUR
Comdirect 70;10.07.2024;0,0073282647;7.479,50;0,0281174218;28.117,42;0,005743263;EUR
Comdirect 70;11.07.2024;-0,0044408233;-4.565,69;0,0235517340;23.551,73;0,000856460;EUR
Comdirect 70;12.07.2024;0,0013616036;1.393,67;0,0249454057;24.945,41;0,003768435;EUR
Comdirect 70;13.07.2024;0,0000148268;15,20;0,0249606024;24.960,60;0;EUR
Comdirect 70;14.07.2024;0,0000148265;15,20;0,0249757990;24.975,80;0;EUR
Comdirect 70;15.07.2024;0,0015267845;1.564,92;0,0265407161;26.540,72;-0,002417544;EUR
Comdirect 70;16.07.2024;0,0019560061;2.007,92;0,0285486360;28.548,64;0,000809076;EUR
Comdirect 70;17.07.2024;-0,0086131497;-8.859,04;0,0196895926;19.689,59;-0,006385716;EUR
Comdirect 70;18.07.2024;-0,0015757744;-1.606,80;0,0180827918;18.082,79;-0,002031266;EUR
Comdirect 70;19.07.2024;-0,0059770623;-6.085,14;0,0119976475;11.997,65;-0,004222769;EUR
Comdirect 70;20.07.2024;0,0000150219;15,20;0,0120128496;12.012,85;0;EUR
Comdirect 70;21.07.2024;0,0000150217;15,20;0,0120280517;12.028,05;0;EUR
Comdirect 70;22.07.2024;0,0017359914;1.756,87;0,0137849237;13.784,92;0,005395280;EUR
Comdirect 70;23.07.2024;0,0047016322;4.766,44;0,0185513675;18.551,37;0,002618211;EUR
Comdirect 70;24.07.2024;-0,0066010249;-6.723,48;0,0118278845;11.827,88;-0,006767503;EUR
Comdirect 70;25.07.2024;-0,0095065225;-9.618,96;0,0022089200;2.208,92;-0,003641206;EUR
Comdirect 70;26.07.2024;0,0052906569;5.302,34;0,0075112636;7.511,26;0,005374367;EUR
Comdirect 70;27.07.2024;0,0000150941;15,21;0,0075264711;7.526,47;0;EUR
Comdirect 70;28.07.2024;0,0000150938;15,21;0,0075416785;7.541,68;0;EUR
Comdirect 70;29.07.2024;0,0021599851;2.176,28;0,0097179536;9.717,95;-0,000614447;EUR
Comdirect 70;30.07.2024;-0,0028084706;-2.835,76;0,0068821904;6.882,19;0,001405581;EUR
Comdirect 70;31.07.2024;0,0122755135;12.360,00;0,0192421863;19.242,19;0,006206971;EUR
Comdirect 70;01.08.2024;-0,0043567885;-4.440,62;0,0148015637;14.801,56;-0,007215203;EUR
Comdirect 70;02.08.2024;-0,0159734806;-16.209,91;-0,0014083494;-1.408,35;-0,012727165;EUR
Comdirect 70;03.08.2024;0,0000152182;15,20;-0,0013931526;-1.393,15;0;EUR
Comdirect 70;04.08.2024;0,0000152180;15,20;-0,0013779558;-1.377,96;0;EUR
Comdirect 70;05.08.2024;-0,0194859544;-19.459,10;-0,0208370594;-20.837,06;-0,013234612;EUR
Comdirect 70;06.08.2024;0,0056831211;5.564,70;-0,0152723578;-15.272,36;0,003654410;EUR
Comdirect 70;07.08.2024;0,0004524063;445,50;-0,0148268609;-14.826,86;0,003328830;EUR
Comdirect 70;08.08.2024;0,0071778038;7.071,38;-0,0077554814;-7.755,48;0,004952816;EUR
Comdirect 70;09.08.2024;0,0047812218;4.744,14;-0,0030113403;-3.011,34;0,002216933;EUR
Comdirect 70;10.08.2024;0,0000152421;15,20;-0,0029961440;-2.996,14;0;EUR
Comdirect 70;11.08.2024;0,0000152419;15,20;-0,0029809478;-2.980,95;0;EUR
Comdirect 70;12.08.2024;0,0004726581;471,25;-0,0025096987;-2.509,70;-0,000698024;EUR
Comdirect 70;13.08.2024;0,0066048886;6.588,31;0,0040786136;4.078,61;0,006009237;EUR
Comdirect 70;14.08.2024;0,0012963435;1.301,63;0,0053802444;5.380,24;0,001502652;EUR
Comdirect 70;15.08.2024;0,0099426441;9.996,14;0,0153763823;15.376,38;0,006905546;EUR
Comdirect 70;16.08.2024;0,0013583765;1.379,26;0,0167556458;16.755,65;0,003071135;EUR
Comdirect 70;17.08.2024;0,0000149252;15,18;0,0167708211;16.770,82;0;EUR
Comdirect 70;18.08.2024;0,0000149250;15,18;0,0167859964;16.786,00;0;EUR
Comdirect 70;19.08.2024;0,0033260787;3.381,91;0,0201679066;20.167,91;0,002196611;EUR
Comdirect 70;20.08.2024;-0,0016198833;-1.652,55;0,0185153537;18.515,35;-0,001000824;EUR
Comdirect 70;21.08.2024;-0,0009836162;-1.001,83;0,0175135254;17.513,53;0,002690700;EUR
Comdirect 70;22.08.2024;-0,0001254905;-127,69;0,0173858372;17.385,84;-0,002087651;EUR
Comdirect 70;23.08.2024;0,0021708126;2.208,55;0,0195943911;19.594,39;0,003415261;EUR
Comdirect 70;24.08.2024;0,0000148541;15,15;0,0196095362;19.609,54;0;EUR
Comdirect 70;25.08.2024;0,0000148539;15,15;0,0196246814;19.624,68;0;EUR
Comdirect 70;26.08.2024;-0,0002589029;-263,98;0,0193606976;19.360,70;-0,001472714;EUR
Comdirect 70;27.08.2024;0,0016603954;1.692,54;0,0210532395;21.053,24;0,000157714;EUR
Comdirect 70;28.08.2024;0,0033221058;3.392,05;0,0244452864;24.445,29;0,000855712;EUR
Comdirect 70;29.08.2024;0,0020087196;2.057,82;0,0265031097;26.503,11;0,004167825;EUR
Comdirect 70;30.08.2024;0,0050563398;5.190,35;0,0316934583;31.693,46;0,001490297;EUR
Comdirect 70;31.08.2024;0,0000127401;13,14;0,0317066021;31.706,60;0;EUR
Comdirect 70;01.09.2024;0,0000147137;15,18;0,0317217823;31.721,78;0;EUR
Comdirect 70;02.09.2024;-0,0034571438;-3.566,81;0,0281549718;28.154,97;-0,000327461;EUR
Comdirect 70;03.09.2024;-0,0050384616;-5.180,32;0,0229746524;22.974,65;-0,005583955;EUR
Comdirect 70;04.09.2024;-0,0042244626;-4.321,52;0,0186531342;18.653,13;-0,004069691;EUR
Comdirect 70;05.09.2024;-0,0049758888;-5.068,70;0,0135844295;13.584,43;-0,002041639;EUR
Comdirect 70;06.09.2024;-0,0062268834;-6.311,47;0,0072729574;7.272,96;-0,007132286;EUR
Comdirect 70;07.09.2024;0,0000172292;17,35;0,0072903119;7.290,31;0;EUR
Comdirect 70;08.09.2024;0,0000172289;17,35;0,0073076664;7.307,67;0;EUR
Comdirect 70;09.09.2024;0,0082200842;8.280,15;0,0155878203;15.587,82;0,006106396;EUR
Comdirect 70;10.09.2024;0,0003784147;384,31;0,0159721337;15.972,13;-0,000177475;EUR
Comdirect 70;11.09.2024;0,0032025788;3.253,73;0,0192258645;19.225,86;0,004075824;EUR
Comdirect 70;12.09.2024;0,0001787917;182,23;0,0194080937;19.408,09;0,002899190;EUR
Comdirect 70;13.09.2024;0,0030335437;3.092,42;0,0225005127;22.500,51;0,002217188;EUR
Comdirect 70;14.09.2024;0,0000169726;17,35;0,0225178672;22.517,87;0;EUR
Comdirect 70;15.09.2024;0,0000169723;17,35;0,0225352217;22.535,22;0;EUR
Comdirect 70;16.09.2024;-0,0014451549;-1.477,72;0,0210574999;21.057,50;-0,000423977;EUR
Comdirect 70;17.09.2024;-0,0015408671;-1.573,31;0,0194841859;19.484,19;0,001267474;EUR
Comdirect 70;18.09.2024;-0,0042922512;-4.375,88;0,0151083037;15.108,30;-0,002748267;EUR
Comdirect 70;19.09.2024;0,0051247849;5.202,21;0,0203105155;20.310,52;0,010236638;EUR
Comdirect 70;20.09.2024;-0,0000859173;-87,66;0,0202228532;20.222,85;-0,005498691;EUR
Comdirect 70;21.09.2024;0,0000170105;17,35;0,0202402077;20.240,21;0;EUR
Comdirect 70;22.09.2024;0,0000170102;17,35;0,0202575622;20.257,56;0;EUR
Comdirect 70;23.09.2024;0,0065752384;6.708,44;0,0269659988;26.966,00;0,003356263;EUR
Comdirect 70;24.09.2024;0,0011392276;1.169,95;0,0281359469;28.135,95;0,004371820;EUR
Comdirect 70;25.09.2024;0,0012242216;1.258,67;0,0293946131;29.394,61;-0,002834701;EUR
Comdirect 70;26.09.2024;-0,0004881819;-502,53;0,0288920813;28.892,08;0,008021178;EUR
Comdirect 70;27.09.2024;0,0000721831;74,27;0,0289663499;28.966,35;0,002626610;EUR
Comdirect 70;28.09.2024;0,0000168660;17,35;0,0289837044;28.983,70;0;EUR
Comdirect 70;29.09.2024;0,0000168657;17,35;0,0290010589;29.001,06;0;EUR
Comdirect 70;30.09.2024;-0,0012322049;-1.267,94;0,0277331187;27.733,12;-0,002787645;EUR
Comdirect 70;01.10.2024;0,0001815174;186,55;0,0279196702;27.919,67;-0,000601288;EUR
Comdirect 70;02.10.2024;-0,0011716762;-1.204,39;0,0267152812;26.715,28;-0,000186222;EUR
Comdirect 70;03.10.2024;-0,0007057313;-724,59;0,0259906961;25.990,70;-0,002943950;EUR
Comdirect 70;04.10.2024;0,0054979257;5.640,82;0,0316315168;31.631,52;0,002348353;EUR
Comdirect 70;05.10.2024;0,0000168305;17,36;0,0316488797;31.648,88;0;EUR
Comdirect 70;06.10.2024;0,0000168302;17,36;0,0316662426;31.666,24;0;EUR
Comdirect 70;07.10.2024;-0,0032020624;-3.303,46;0,0283627829;28.362,78;-0,002372388;EUR
Comdirect 70;08.10.2024;0,0029430777;3.026,55;0,0313893345;31.389,33;0,001302601;EUR
Comdirect 70;09.10.2024;0,0062574820;6.453,90;0,0378432346;37.843,23;0,001926306;EUR
Comdirect 70;10.10.2024;0,0044842737;4.653,97;0,0424972078;42.497,21;0,000201238;EUR
Comdirect 70;11.10.2024;0,0073503522;7.662,72;0,0501599294;50.159,93;0,000813113;EUR
Comdirect 70;12.10.2024;0,0000165336;17,36;0,0501772923;50.177,29;0;EUR
Comdirect 70;13.10.2024;0,0000165333;17,36;0,0501946552;50.194,66;0;EUR
Comdirect 70;14.10.2024;0,0063508995;6.669,68;0,0568643360;56.864,34;0,002246317;EUR
Comdirect 70;15.10.2024;0,0020345643;2.150,26;0,0590145944;59.014,59;-0,000045679;EUR
Comdirect 70;16.10.2024;0,0040089530;4.245,54;0,0632601341;63.260,13;0,002056718;EUR
Comdirect 70;17.10.2024;0,0041324353;4.393,85;0,0676539878;67.653,99;0,001293027;EUR
Comdirect 70;18.10.2024;-0,0001119556;-119,53;0,0675344579;67.534,46;0,001279177;EUR
Comdirect 70;19.10.2024;0,0000162645;17,36;0,0675518208;67.551,82;0;EUR
Comdirect 70;20.10.2024;0,0000162642;17,36;0,0675691837;67.569,18;0;EUR
Comdirect 70;21.10.2024;0,0019760043;2.109,52;0,0696787050;69.678,70;-0,002825400;EUR
Comdirect 70;22.10.2024;-0,0040477334;-4.329,77;0,0653489308;65.348,93;-0,000627647;EUR
Comdirect 70;23.10.2024;-0,0039451022;-4.202,91;0,0611460203;61.146,02;-0,002034086;EUR
Comdirect 70;24.10.2024;-0,0000212384;-22,54;0,0611234833;61.123,48;0,002305108;EUR
Comdirect 70;25.10.2024;0,0002296920;243,73;0,0613672149;61.367,21;-0,001390011;EUR
Comdirect 70;26.10.2024;0,0000163590;17,36;0,0613845778;61.384,58;0;EUR
Comdirect 70;27.10.2024;0,0000163587;17,36;0,0614019407;61.401,94;0;EUR
Comdirect 70;28.10.2024;0,0014864381;1.577,71;0,0629796490;62.979,65;0,002509186;EUR
Comdirect 70;29.10.2024;-0,0026534653;-2.820,58;0,0601590694;60.159,07;-0,001480692;EUR
Comdirect 70;30.10.2024;-0,0056217085;-5.959,91;0,0541991642;54.199,16;-0,007101627;EUR
Comdirect 70;31.10.2024;-0,0123797532;-13.050,73;0,0411484387;41.148,44;-0,007793139;EUR
Comdirect 70;01.11.2024;0,0060276417;6.275,67;0,0474241085;47.424,11;0,004077538;EUR
Comdirect 70;02.11.2024;0,0000165768;17,36;0,0474414714;47.441,47;0;EUR
Comdirect 70;03.11.2024;0,0000165765;17,36;0,0474588343;47.458,83;0;EUR
Comdirect 70;04.11.2024;-0,0052577610;-5.507,29;0,0419515461;41.951,55;-0,002565102;EUR
Comdirect 70;05.11.2024;-0,0030882757;-3.217,83;0,0387337125;38.733,71;0,002934309;EUR
Comdirect 70;06.11.2024;0,0158941634;16.509,80;0,0552435158;55.243,52;0,006028110;EUR
Comdirect 70;07.11.2024;0,0008707678;918,87;0,0561623878;56.162,39;0,002849972;EUR
Comdirect 70;08.11.2024;0,0097140293;10.259,59;0,0664219802;66.421,98;0,000117869;EUR
Comdirect 70;09.11.2024;0,0000162815;17,36;0,0664393431;66.439,34;0;EUR
Comdirect 70;10.11.2024;0,0000162812;17,36;0,0664567060;66.456,71;0;EUR
Comdirect 70;11.11.2024;0,0071582841;7.634,00;0,0740907061;74.090,71;0,006614173;EUR
Comdirect 70;12.11.2024;-0,0030961486;-3.325,54;0,0707651617;70.765,16;-0,006343166;EUR
Comdirect 70;13.11.2024;-0,0013404204;-1.435,28;0,0693298862;69.329,89;-0,000986853;EUR
Comdirect 70;14.11.2024;0,0002957016;316,20;0,0696460888;69.646,09;0,005142351;EUR
Comdirect 70;15.11.2024;-0,0062181108;-6.651,18;0,0629949109;62.994,91;-0,003790625;EUR
Comdirect 70;16.11.2024;0,0000163339;17,36;0,0630122738;63.012,27;0;EUR
Comdirect 70;17.11.2024;0,0000163337;17,36;0,0630296367;63.029,64;0;EUR
Comdirect 70;18.11.2024;-0,0028907873;-3.072,99;0,0599566441;59.956,64;-0,000976458;EUR
Comdirect 70;19.11.2024;0,0018533709;1.964,49;0,0619211369;61.921,14;-0,000542213;EUR
Comdirect 70;20.11.2024;0,0047654432;5.060,52;0,0669816618;66.981,66;-0,000384846;EUR
Comdirect 70;21.11.2024;0,0086483523;9.227,63;0,0762092950;76.209,30;0,003764137;EUR
Comdirect 70;22.11.2024;0,0072130532;7.762,75;0,0839720500;83.972,05;0,006345606;EUR
Comdirect 70;23.11.2024;0,0000160178;17,36;0,0839894129;83.989,41;0;EUR
Comdirect 70;24.11.2024;0,0000160176;17,36;0,0840067758;84.006,78;0;EUR
Comdirect 70;25.11.2024;-0,0092148002;-9.988,91;0,0740178699;74.017,87;0,000555773;EUR
Comdirect 70;26.11.2024;0,0030648069;3.291,66;0,0773095273;77.309,53;-0,001476769;EUR
Comdirect 70;27.11.2024;-0,0041238755;-4.442,69;0,0728668370;72.866,84;-0,003330229;EUR
Comdirect 70;28.11.2024;0,0043532140;4.670,42;0,0775372560;77.537,26;0,002978209;EUR
Comdirect 70;29.11.2024;0,0044387443;4.782,91;0,0823201684;82.320,17;0,004640176;EUR
Comdirect 70;30.11.2024;0,0000160423;17,36;0,0823375313;82.337,53;0;EUR
Comdirect 70;01.12.2024;0,0000160420;17,36;0,0823548942;82.354,89;0;EUR
Comdirect 70;02.12.2024;0,0063181113;6.838,44;0,0891933328;89.193,33;0,006424634;EUR
Comdirect 70;03.12.2024;-0,0012165418;-1.325,05;0,0878682836;87.868,28;0,000886739;EUR
Comdirect 70;04.12.2024;0,0040592415;4.415,92;0,0922842037;92.284,20;0,002930088;EUR
Comdirect 70;05.12.2024;-0,0015576877;-1.701,44;0,0905827661;90.582,77;-0,000446845;EUR
Comdirect 70;06.12.2024;0,0011250742;1.226,99;0,0918097527;91.809,75;0,002198231;EUR
Comdirect 70;07.12.2024;0,0000159029;17,36;0,0918271156;91.827,12;0;EUR
Comdirect 70;08.12.2024;0,0000159026;17,36;0,0918444785;91.844,48;0;EUR
Comdirect 70;09.12.2024;-0,0040341592;-4.404,67;0,0874398041;87.439,80;-0,000999042;EUR
Comdirect 70;10.12.2024;-0,0010807227;-1.175,22;0,0862645832;86.264,58;-0,000663556;EUR
