Portfolio Name;Datum;Performance [%] (Intervall);Performance (Intervall);Performance [%] (kumuliert);Performance (kumuliert);Benchmark Performance [%] (Intervall);Währung
Muster FFPB Pro Dividende;21.10.2024;0;0;0;0;0;EUR
Muster FFPB Pro Dividende;22.10.2024;-0,0000267531;-26,75;-0,0000267531;-26,75;-0,004060125;EUR
Muster FFPB Pro Dividende;23.10.2024;-0,0002294425;-229,44;-0,0002561895;-256,19;-0,003445699;EUR
Muster FFPB Pro Dividende;24.10.2024;-0,0039597802;-3.958,77;-0,0042149552;-4.214,96;-0,001969511;EUR
Muster FFPB Pro Dividende;25.10.2024;-0,0034022063;-3.387,87;-0,0076028213;-7.602,82;-0,000214672;EUR
Muster FFPB Pro Dividende;26.10.2024;0;0;-0,0076028213;-7.602,82;0;EUR
Muster FFPB Pro Dividende;27.10.2024;0;0;-0,0076028213;-7.602,82;0;EUR
Muster FFPB Pro Dividende;28.10.2024;0,0053207790;5.280,33;-0,0023224952;-2.322,50;0,004390111;EUR
Muster FFPB Pro Dividende;29.10.2024;-0,0066895418;-6.674,01;-0,0089965006;-8.996,50;-0,005114119;EUR
Muster FFPB Pro Dividende;30.10.2024;-0,0051748003;-5.128,25;-0,0141247458;-14.124,75;-0,006017916;EUR
Muster FFPB Pro Dividende;31.10.2024;-0,0080744690;-7.960,42;-0,0220851650;-22.085,16;-0,006210115;EUR
Muster FFPB Pro Dividende;01.11.2024;0,0087093878;8.517,04;-0,0135681254;-13.568,13;0,006544068;EUR
Muster FFPB Pro Dividende;02.11.2024;0;0;-0,0135681254;-13.568,13;0;EUR
Muster FFPB Pro Dividende;03.11.2024;0;0;-0,0135681254;-13.568,13;0;EUR
Muster FFPB Pro Dividende;04.11.2024;-0,0048974684;-4.831,02;-0,0183991443;-18.399,14;0,000220661;EUR
Muster FFPB Pro Dividende;05.11.2024;0,0008190306;803,96;-0,0175951832;-17.595,18;0,000507344;EUR
Muster FFPB Pro Dividende;06.11.2024;0,0044932872;4.414,23;-0,0131809562;-13.180,96;0,002934120;EUR
Muster FFPB Pro Dividende;07.11.2024;-0,0053930801;-5.321,99;-0,0185029503;-18.502,95;-0,000320950;EUR
Muster FFPB Pro Dividende;08.11.2024;0,0019121874;1.876,81;-0,0166261441;-16.626,14;-0,000524791;EUR
Muster FFPB Pro Dividende;09.11.2024;0;0;-0,0166261441;-16.626,14;0;EUR
Muster FFPB Pro Dividende;10.11.2024;0;0;-0,0166261441;-16.626,14;0;EUR
Muster FFPB Pro Dividende;11.11.2024;0,0051634706;5.077,62;-0,0115485220;-11.548,52;0,005843739;EUR
Muster FFPB Pro Dividende;12.11.2024;-0,0145307438;-14.362,94;-0,0259114573;-25.911,46;-0,012353299;EUR
Muster FFPB Pro Dividende;13.11.2024;0,0035838222;3.490,96;-0,0224204971;-22.420,50;-0,001175274;EUR
Muster FFPB Pro Dividende;14.11.2024;0,0080154286;7.835,72;-0,0145847784;-14.584,78;0,007026201;EUR
Muster FFPB Pro Dividende;15.11.2024;0,0000432301;42,60;-0,0145421788;-14.542,18;0,002651498;EUR
Muster FFPB Pro Dividende;16.11.2024;0;0;-0,0145421788;-14.542,18;0;EUR
Muster FFPB Pro Dividende;17.11.2024;0;0;-0,0145421788;-14.542,18;0;EUR
Muster FFPB Pro Dividende;18.11.2024;0,0026364404;2.598,10;-0,0119440781;-11.944,08;0,003608914;EUR
Muster FFPB Pro Dividende;19.11.2024;-0,0067872885;-6.706,22;-0,0186502987;-18.650,30;-0,005154031;EUR
Muster FFPB Pro Dividende;20.11.2024;0,0019684500;1.931,74;-0,0167185609;-16.718,56;-0,001333762;EUR
Muster FFPB Pro Dividende;21.11.2024;0,0102576442;10.086,15;-0,0066324097;-6.632,41;0,007403990;EUR
Muster FFPB Pro Dividende;22.11.2024;0,0100139962;9.947,58;0,0033151696;3.315,17;0,005342426;EUR
Muster FFPB Pro Dividende;23.11.2024;0;0;0,0033151696;3.315,17;0;EUR
Muster FFPB Pro Dividende;24.11.2024;0;0;0,0033151696;3.315,17;0;EUR
Muster FFPB Pro Dividende;25.11.2024;0,0002475453;248,37;0,0035635355;3.563,54;0,001064506;EUR
Muster FFPB Pro Dividende;26.11.2024;-0,0013065563;-1.311,21;0,0022523233;2.252,32;-0,005971677;EUR
Muster FFPB Pro Dividende;27.11.2024;-0,0025637957;-2.569,57;-0,0003172469;-317,25;-0,004482161;EUR
Muster FFPB Pro Dividende;28.11.2024;0,0044154510;4.414,05;0,0040968034;4.096,80;0,002802248;EUR
Muster FFPB Pro Dividende;29.11.2024;0,0006822093;685,00;0,0047818076;4.781,81;0,002257484;EUR
Muster FFPB Pro Dividende;30.11.2024;0;0;0,0047818076;4.781,81;0;EUR
Muster FFPB Pro Dividende;01.12.2024;0;0;0,0047818076;4.781,81;0;EUR
Muster FFPB Pro Dividende;02.12.2024;0,0051571275;5.181,79;0,0099635955;9.963,60;0,002622735;EUR
Muster FFPB Pro Dividende;03.12.2024;0,0031179001;3.148,97;0,0131125611;13.112,56;0,001686147;EUR
Muster FFPB Pro Dividende;04.12.2024;-0,0025208563;-2.553,91;0,0105586499;10.558,65;0,000098832;EUR
Muster FFPB Pro Dividende;05.12.2024;0,0060182129;6.081,76;0,0166404070;16.640,41;0,005460441;EUR
Muster FFPB Pro Dividende;06.12.2024;-0,0011472534;-1.166,34;0,0154740629;15.474,06;-0,000118548;EUR
Muster FFPB Pro Dividende;07.12.2024;0,0000009748;0,99;0,0154750527;15.475,05;0;EUR
Muster FFPB Pro Dividende;08.12.2024;0,0000009748;0,99;0,0154760426;15.476,04;0;EUR
Muster FFPB Pro Dividende;09.12.2024;-0,0062795135;-6.376,70;0,0090993470;9.099,35;0,001097444;EUR
Muster FFPB Pro Dividende;10.12.2024;-0,0027870162;-2.812,38;0,0062869709;6.286,97;-0,002870630;EUR
Muster FFPB Pro Dividende;11.12.2024;-0,0011097693;-1.116,75;0,0051702245;5.170,22;0,000372253;EUR
Muster FFPB Pro Dividende;12.12.2024;0,0000273082;27,45;0,0051976739;5.197,67;-0,002828912;EUR
Muster FFPB Pro Dividende;13.12.2024;0,0015355931;1.543,57;0,0067412485;6.741,25;-0,001490200;EUR
Muster FFPB Pro Dividende;14.12.2024;0,0000009832;0,99;0,0067422384;6.742,24;0;EUR
Muster FFPB Pro Dividende;15.12.2024;0,0000009832;0,99;0,0067432282;6.743,23;0;EUR
Muster FFPB Pro Dividende;16.12.2024;-0,0041151767;-4.142,93;0,0026003019;2.600,30;-0,007082336;EUR
Muster FFPB Pro Dividende;17.12.2024;-0,0028579504;-2.865,38;-0,0002650800;-265,08;-0,005308401;EUR
Muster FFPB Pro Dividende;18.12.2024;-0,0049817214;-4.980,40;-0,0052454808;-5.245,48;0,000060647;EUR
Muster FFPB Pro Dividende;19.12.2024;-0,0072767296;-7.238,56;-0,0124840405;-12.484,04;-0,008904269;EUR
Muster FFPB Pro Dividende;20.12.2024;-0,0037625456;-3.715,57;-0,0161996143;-16.199,61;-0,003093738;EUR
Muster FFPB Pro Dividende;21.12.2024;0,0000017110;1,68;-0,0161979310;-16.197,93;0;EUR
Muster FFPB Pro Dividende;22.12.2024;0,0000017110;1,68;-0,0161962478;-16.196,25;0;EUR
Muster FFPB Pro Dividende;23.12.2024;0,0041387899;4.071,76;-0,0121244907;-12.124,49;0,002761757;EUR
Muster FFPB Pro Dividende;24.12.2024;0,0029981144;2.961,76;-0,0091627269;-9.162,73;0,002910835;EUR
Muster FFPB Pro Dividende;25.12.2024;-0,0002679145;-265,46;-0,0094281866;-9.428,19;0;EUR
Muster FFPB Pro Dividende;26.12.2024;-0,0006464718;-640,38;-0,0100685633;-10.068,56;-0,000405723;EUR
Muster FFPB Pro Dividende;27.12.2024;0,0020089883;1.988,76;-0,0080798026;-8.079,80;0,006593330;EUR
Muster FFPB Pro Dividende;28.12.2024;0,0000016970;1,68;-0,0080781193;-8.078,12;0;EUR
Muster FFPB Pro Dividende;29.12.2024;0,0000016970;1,68;-0,0080764361;-8.076,44;0;EUR
Muster FFPB Pro Dividende;30.12.2024;-0,0024728950;-2.452,92;-0,0105293589;-10.529,36;-0,001716505;EUR
Muster FFPB Pro Dividende;31.12.2024;0,0038403334;3.799,90;-0,0067294618;-6.729,46;0,003323751;EUR
Muster FFPB Pro Dividende;01.01.2025;-0,0001519576;-150,94;-0,0068803968;-6.880,40;0;EUR
Muster FFPB Pro Dividende;02.01.2025;0,0072983664;7.248,15;0,0003677539;367,75;0,008021581;EUR
Muster FFPB Pro Dividende;03.01.2025;0,0016852234;1.685,84;0,0020535970;2.053,60;-0,002735380;EUR
Muster FFPB Pro Dividende;04.01.2025;0,0000016844;1,69;0,0020552849;2.055,28;0;EUR
Muster FFPB Pro Dividende;05.01.2025;0,0000016844;1,69;0,0020569728;2.056,97;0;EUR
Muster FFPB Pro Dividende;06.01.2025;-0,0026582322;-2.663,70;-0,0006067273;-606,73;0,003219224;EUR
Muster FFPB Pro Dividende;07.01.2025;0,0070424690;7.038,20;0,0064314688;6.431,47;0,004508158;EUR
Muster FFPB Pro Dividende;08.01.2025;0,0016268470;1.637,31;0,0080687787;8.068,78;-0,002871017;EUR
Muster FFPB Pro Dividende;09.01.2025;0,0020937242;2.110,62;0,0101793967;10.179,40;0,001850776;EUR
Muster FFPB Pro Dividende;10.01.2025;-0,0094697656;-9.566,16;0,0006132346;613,23;-0,005814120;EUR
Muster FFPB Pro Dividende;11.01.2025;0,0000016868;1,69;0,0006149224;614,92;0;EUR
Muster FFPB Pro Dividende;12.01.2025;0,0000016868;1,69;0,0006166103;616,61;0;EUR
Muster FFPB Pro Dividende;13.01.2025;0,0014743180;1.475,23;0,0020918374;2.091,84;0,001923264;EUR
Muster FFPB Pro Dividende;14.01.2025;0,0033869955;3.394,08;0,0054859179;5.485,92;0,003336338;EUR
Muster FFPB Pro Dividende;15.01.2025;0,0080508381;8.095,00;0,0135809222;13.580,92;0,013416868;EUR
Muster FFPB Pro Dividende;16.01.2025;0,0062066226;6.290,91;0,0198718365;19.871,84;0,004374954;EUR
Muster FFPB Pro Dividende;17.01.2025;0,0073763221;7.522,90;0,0273947396;27.394,74;0,006797536;EUR
Muster FFPB Pro Dividende;18.01.2025;0,0000016429;1,69;0,0273964275;27.396,43;0;EUR
Muster FFPB Pro Dividende;19.01.2025;0,0000016429;1,69;0,0273981154;27.398,12;0;EUR
Muster FFPB Pro Dividende;20.01.2025;-0,0063255258;-6.498,83;0,0208992821;20.899,28;-0,001667459;EUR
Muster FFPB Pro Dividende;21.01.2025;0,0021995731;2.245,54;0,0231448247;23.144,82;0,002741876;EUR
Muster FFPB Pro Dividende;22.01.2025;0,0010425417;1.066,67;0,0242114958;24.211,50;-0,002642343;EUR
Muster FFPB Pro Dividende;23.01.2025;0,0047543618;4.869,47;0,0290809678;29.080,97;0,004944513;EUR
Muster FFPB Pro Dividende;24.01.2025;-0,0060066852;-6.181,37;0,0228996024;22.899,60;-0,001855085;EUR
Muster FFPB Pro Dividende;25.01.2025;0,0000016501;1,69;0,0229012903;22.901,29;0;EUR
Muster FFPB Pro Dividende;26.01.2025;0,0000016501;1,69;0,0229029782;22.902,98;0;EUR
Muster FFPB Pro Dividende;27.01.2025;0,0146615588;14.997,35;0,0379003303;37.900,33;0,007212645;EUR
Muster FFPB Pro Dividende;28.01.2025;0,0023521158;2.441,26;0,0403415921;40.341,59;0,002849939;EUR
Muster FFPB Pro Dividende;29.01.2025;0,0050977107;5.303,36;0,0456449526;45.644,95;0,003724694;EUR
Muster FFPB Pro Dividende;30.01.2025;0,0113737801;11.892,94;0,0575378883;57.537,89;0,006738777;EUR
Muster FFPB Pro Dividende;31.01.2025;0,0012017577;1.270,90;0,0588087926;58.808,79;-0,001802536;EUR
Muster FFPB Pro Dividende;01.02.2025;0,0000015941;1,69;0,0588104805;58.810,48;0;EUR
Muster FFPB Pro Dividende;02.02.2025;0,0000015941;1,69;0,0588121683;58.812,17;0;EUR
Muster FFPB Pro Dividende;03.02.2025;-0,0020066059;-2.124,62;0,0566875495;56.687,55;-0,009353105;EUR
Muster FFPB Pro Dividende;04.02.2025;0,0026542840;2.804,75;0,0594922983;59.492,30;0,003158331;EUR
Muster FFPB Pro Dividende;05.02.2025;0,0044094482;4.671,78;0,0641640748;64.164,07;0,001400916;EUR
Muster FFPB Pro Dividende;06.02.2025;0,0059994212;6.384,37;0,0705484433;70.548,44;0,007418081;EUR
Muster FFPB Pro Dividende;07.02.2025;0,0023548650;2.521,00;0,0730694404;73.069,44;0,001004428;EUR
